Index,objid,ra,dec,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,Column1,deVPhi_u,deVPhi_g,deVPhi_r,deVPhi_i,deVPhi_z,specobjid,class,redshift,expAB_g,expAB_i,expAB_r,expAB_u,expAB_z,expPhi_g,expPhi_i,expPhi_r,expPhi_u,expPhi_z,deVABErr_g,deVABErr_i,deVABErr_r,deVABErr_u,deVABErr_z,expABErr_g,expABErr_i,expABErr_r,expABErr_u,expABErr_z,deVMag_i,deVMag_r,deVMag_u,deVMag_z,expMag_i,expMag_r,expMag_u,expMag_z,modelMag_i,modelMag_r,modelMag_u,modelMag_z,type_i,type_r,type_u,type_z,deVMag_g,expMag_g,modelMag_g,type_g,deV_prob_u,model_u,modelAB_u,modelABErr_u,modelPhi_u,deV_prob_g,model_g,modelAB_g,modelABErr_g,modelPhi_g,deV_prob_r,model_r,modelAB_r,modelABErr_r,modelPhi_r,deV_prob_i,model_i,modelAB_i,modelABErr_i,modelPhi_i,deV_prob_z,model_z,modelAB_z,modelABErr_z,modelPhi_z,modelPhiErr,sys_err_u,tot_err_u,sys_err_g,tot_err_g,sys_err_r,tot_err_r,sys_err_i,tot_err_i,sys_err_z,tot_err_z,probpsf_r,devrad_r
1,1237678598090522739,0.112583069491734,3.12097634092061,0.08992004,0.8999152,0.7922454,0.7425438,0.2811609,0.7922454,52.61621,43.29816,43.26786,118.1514,110.7514,4837039265136531456,QSO,2.351937,0.7447771,0.8485184,0.8468542,0.362946,0.1998781,43.3062,118.0362,43.27696,52.56165,73.59002,8.980477,7.452012,0.5100277,13.73162,43.59222,8.327545,19.97345,0.3766733,42.15652,41.92119,18.75452,18.72612,19.31028,18.58276,18.75467,18.72548,19.31039,18.56948,18.74632,18.72612,19.31161,18.57383,6,6,6,6,18.79703,18.79694,18.79309,6,0.9172932330806782,exp,0.362946,42.15652,52.56165000000328,0.9771573604060548,exp,0.7447771,8.327545,43.30619999999908,inf,deV,0.7922454,0.5100277,43.26785999999993,1.0182926829270065,deV,0.7425438,7.452012,-61.84859999999753,0.4871220604706126,exp,0.1998781,41.92119,73.59002000000328,15.0,8.120243845381111,17.05691531632991,17.477288522250237,23.03162204643824,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.037890255
6,1237652943175483415,0.386798787710518,14.9355675434309,0.3499942,0.7059919,0.9201673,0.9997594,0.9816924,0.9201673,142.7623,97.02961,135.2406,133.2353,62.57676,845634155810154496,QSO,0.3987845,0.7354004,0.9998131,0.9807879,0.1259897,0.9896741,97.30721,132.8643,133.4672,142.6314,129.2611,0.1255216,0.1370773,0.09610508,35.30285,0.2815525,0.1346753,0.09576084,0.1051002,26.56161,0.3716682,18.67562,19.01455,19.23093,18.15276,18.82102,19.1054,19.23102,18.23683,18.75316,19.01452,19.14305,18.13702,3,3,6,3,19.12758,19.13726,19.06373,6,1.0010241238051905,deV,0.3499942,35.30285,-37.23769999999786,1.1516053249804734,deV,0.7059919,0.1255216,-82.97039000000223,3029.333333447968,deV,0.9201673,0.09610508,-44.75940000000264,0.8751612071188716,exp,0.9998131,0.09576084,-47.135699999998906,6.341168996187759,deV,0.9816924,0.2815525,62.57676000000356,15.0,3.859967799199109,15.48868462494004,17.00747647823282,22.677174783416973,9.972963796637451,18.01277343689864,11.957594463885505,19.18291076356102,32.139663335086794,35.46770304506231,0.0,0.25022894
8,1237680296744452206,0.38487055357848,21.2267247440786,0.2967814,0.595282,0.9764233,0.9998173,0.5681115,0.9764233,165.3078,11.45005,132.4231,77.19742,16.41685,8551262135992473600,QSO,0.4389864,0.6137747,0.9988456,0.9996617,0.4235334,0.5852904,10.568,77.41887,131.8179,164.4727,19.22229,0.1459543,0.1664786,0.1140116,0.7783332,0.3850746,0.1288895,0.153675,0.1311893,0.4736533,0.3803093,18.58126,18.77844,19.37056,18.45486,18.62432,18.8301,19.37312,18.48603,18.56414,18.77844,19.31194,18.43502,3,3,6,3,19.11351,19.11969,19.06015,6,1.043671102012947,deV,0.2967814,0.7783332,-14.692199999997683,1.115817091454213,deV,0.595282,0.1459543,11.450049999999464,inf,deV,0.9764233,0.1140116,-47.57690000000002,3.515186915887585,deV,0.9998173,0.1664786,77.19741999999678,2.571068548387187,deV,0.5681115,0.3850746,16.416850000001432,15.0,0.0,15.0,0.964727477849492,15.03099128821908,9.972963796637451,18.01277343689864,32.021930169464866,35.36105218708974,0.0,15.0,0.0,0.24232444
13,1237663783660617862,0.296647878961748,-0.336553272633665,0.9993103,0.4592629,0.9997163,0.7601044,0.6498796,0.9997163,70.80223,48.03191,137.4817,104.9297,74.45105,4746855671789803520,QSO,0.5178216,0.586282,0.8378512,0.7403821,0.9997788,0.6633385,48.09027,104.7874,104.8066,71.01979,74.44492,0.1474685,0.1356926,0.6445834,1.742643,0.5521589,0.1525365,0.1108399,0.0001627602,0.3506085,0.4916122,18.3305,18.59603,19.35266,18.2536,18.33532,18.59179,19.3526,18.25731,18.34653,18.59179,19.35336,18.25487,6,6,6,6,18.72445,18.7258,18.73253,6,1.0857142857163158,deV,0.9993103,1.742643,70.80223000000115,0.8329207920793701,exp,0.586282,0.1525365,48.0902700000006,0.0,exp,0.7403821,0.0001627602,-75.19339999999647,0.6993137866501237,exp,0.8378512,0.1108399,-75.21259999999893,1.921259842517174,deV,0.6498796,0.5521589,74.4510500000033,15.0,20.80543285307353,25.64889931758771,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.01659095
19,1237663234988442007,0.705243111223922,30.5448967985512,0.349747,0.3529025,0.9999182,0.8270741,0.2999928,0.9999182,151.4764,144.8645,185.4417,183.8391,152.377,8032367682790905856,QSO,2.392626,0.4797846,0.7717577,0.9998964,0.3502704,0.3436563,145.2405,183.8365,185.6197,151.485,152.3577,0.1332363,9.225115,0.1225601,29.37531,28.19706,0.161892,12.14002,0.1353351,30.40473,52.14951,18.51359,18.61946,19.50296,18.23784,18.51365,18.62112,19.50284,18.23772,18.50384,18.62112,19.50229,18.23139,6,6,6,6,18.76049,18.76161,18.76904,6,0.8208955223850523,exp,0.3502704,30.40473,-28.51499999999941,0.8690058479531834,exp,0.4797846,0.161892,-34.75950000000012,0.0,exp,0.9998964,0.1353351,5.619700000002922,1.006153846153613,deV,0.8270741,9.225115,3.839099999997416,0.9813953488373554,exp,0.3436563,52.14951,-27.642299999999523,15.0,3.859967799199109,15.48868462494004,0.0,15.0,0.0,15.0,0.0,15.0,9.841311590391022,17.94021777513207,1.0,0.03820905
22,1237663783660814630,0.738243207140158,-0.413114997737854,0.3385122,0.9998959,0.8877224,0.8389853,0.9514369,0.8877224,74.23498,44.5684,137.8408,169.4493,44.56499,4746825984975853568,GALAXY,0.5220099,0.9998636,0.9043037,0.9951243,0.4495632,0.9734671,44.98554,165.3608,135.536,74.74785,43.76312,0.1184292,0.0793403,0.1410984,32.98193,0.2563672,0.1343581,0.07599968,0.001515876,105.6517,0.1978544,18.89861,19.73431,21.46497,18.48871,19.13711,19.87778,21.46504,18.69153,19.03291,19.73431,21.24775,18.65351,3,3,6,3,20.70765,20.72908,20.53339,6,1.0003222539360894,deV,0.3385122,32.98193,74.23498000000109,1.122977160564666,deV,0.9998959,0.1184292,44.56839999999647,inf,deV,0.8877224,0.1410984,-42.159200000001874,0.7758749069247879,exp,0.9043037,0.07599968,-14.6391999999978,0.2307038834951431,exp,0.9734671,0.1978544,43.763120000003255,15.0,20.80543285307353,25.64889931758771,17.477288522250237,23.03162204643824,9.972963796637451,18.01277343689864,0.0,15.0,11.570080074814424,18.943778739671178,0.0,0.339975
27,1237669682262048917,0.996794717913929,8.69394137334678,0.1020359,0.9476961,0.2155424,0.5095626,0.4685209,0.2155424,43.6268,44.42867,103.9333,137.5635,105.7744,5104927033013852160,QSO,2.177924,0.9371263,0.4941802,0.1921133,0.258367,0.7783145,44.67854,137.5444,104.1604,43.59369,105.9151,0.8670927,3.706172,26.58242,52.38329,32.13649,0.7735295,4.95613,20.50516,78.78914,12.64424,19.45592,19.74004,20.61323,19.27287,19.45617,19.74029,20.61308,19.27086,19.45376,19.74005,20.61208,19.26979,6,6,6,6,20.11091,20.11415,20.14694,6,0.8695652173903641,exp,0.258367,78.78914,43.59369000000152,0.9100749375520923,exp,0.9371263,0.7735295,44.6785400000008,24.00000000106581,deV,0.2155424,26.58242,-76.06670000000304,1.1157407407412967,deV,0.5095626,3.706172,-42.43650000000344,0.3474025974020618,exp,0.7783145,12.64424,-74.08490000000165,15.0,8.120243845381111,17.05691531632991,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,11.957594463885505,19.18291076356102,30.75705768893565,34.21982755188161,1.0,0.0487304
28,1237652944786358453,0.942071789895806,16.0966436406253,0.9830066,0.535623,0.950029,0.05136938,0.4133021,0.950029,63.4416,104.4727,135.7928,105.0659,134.6539,6949279180338255872,QSO,2.307347,0.6409287,0.3000699,0.8131642,0.9859681,0.1115661,104.4891,105.0483,135.7717,62.63103,134.6906,0.4734654,7.954637,22.39058,0.7183104,31.10742,0.4323899,38.11727,17.96512,0.6610858,2.608868,19.43537,19.50948,20.01562,19.30475,19.43745,19.50941,20.02706,19.30487,19.45293,19.50948,20.08882,19.31021,6,6,6,6,19.56983,19.57031,19.58049,6,0.8437158469945307,exp,0.9859681,0.6610858,62.63102999999683,0.9549718574109262,exp,0.6409287,0.4323899,-75.51090000000113,inf,deV,0.950029,22.39058,-44.2071999999971,0.8815489749430828,exp,0.3000699,38.11727,-74.9516999999978,0.9780219780215204,exp,0.1115661,2.608868,-45.30939999999828,15.0,20.80543285307353,25.64889931758771,17.00747647823282,22.677174783416973,9.972963796637451,18.01277343689864,32.501720206031536,35.796114542658934,9.841311590391022,17.94021777513207,1.0,0.0
31,1237666245230395747,0.81796836679672,24.9939751335794,0.05,0.3506907,0.4357265,0.7761549,0.06698127,0.4357265,66.59705,66.26356,74.96263,72.74867,56.13651,8631164751903479808,QSO,0.6726516,0.2692491,0.8513755,0.5503394,0.05,0.06991084,100.0455,71.83304,77.15514,66.65961,48.71609,52.66379,0.6928574,0.514028,0.0,13.21004,77.86799,0.6515386,0.5118447,0.0,33.16367,20.20523,20.719,21.92192,19.45891,20.21469,20.75589,21.92188,19.46986,20.12337,20.71913,21.83921,19.39874,6,6,6,6,21.38224,21.38026,21.27875,6,0.999516382541428,exp,0.05,0.0,66.65961000000243,0.9808677166876062,exp,0.2692491,77.86799,-79.95449999999983,282.7692307722159,deV,0.4357265,0.514028,74.96263000000181,1.1155631566088544,deV,0.7761549,0.6928574,72.74867000000086,1.1819843775968295,deV,0.06698127,13.21004,56.13650999999663,15.0,20.80543285307353,25.64889931758771,17.00747647823282,22.677174783416973,23.40214466255046,27.79676914331841,32.021930169464866,35.36105218708974,32.139663335086794,35.46770304506231,1.0,0.30845293
32,1237680478730454056,0.984754702502585,32.6993284839153,0.05,0.1533609,0.7974899,0.7515709,0.5153296,0.7974899,69.20998,51.64953,111.0003,129.2502,52.59283,8024452298582546432,GALAXY,0.5333356,0.1519298,0.7716648,0.6719992,0.05384377,0.6275684,56.91604,120.7764,128.4783,63.29751,69.49145,0.8246552,0.2701593,0.5139699,0.0,0.5284367,0.8267776,0.2128213,0.42535,0.5209052,0.641628,19.66037,20.61632,22.06803,19.33514,19.9028,20.922,22.19226,19.42015,19.78655,20.61642,22.48085,19.12594,3,3,3,3,22.13099,22.1556,21.832,3,0.6990698125090821,exp,0.05384377,0.5209052,63.29750999999669,1.082310445165387,deV,0.1533609,0.8246552,51.649530000002414,3055.8000000071124,deV,0.7974899,0.5139699,-68.9997000000003,0.9213029006181862,exp,0.7716648,0.2128213,-59.22359999999753,1.406357552581266,deV,0.5153296,0.5284367,52.59283000000141,15.0,20.80543285307353,25.64889931758771,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,11.570080074814424,18.943778739671178,0.0,0.82267714
54,1237678778478821436,1.63598960211766,5.81463287992597,0.7176819,0.9997196,0.9998247,0.9996942,0.2191739,0.9998247,112.3905,73.76796,47.13338,115.9638,41.17109,9840373830618732544,QSO,1.078994,0.9998582,0.9999751,0.9997832,0.7999146,0.1398543,73.77299,115.84,47.12413,109.1836,41.13646,0.7972451,1.013743,0.6626103,0.5745858,117.2669,0.2793268,0.267531,0.8560259,0.6068785,82.05181,18.66958,18.69129,19.12492,18.8477,18.67187,18.69137,19.12254,18.84777,18.69463,18.69137,19.18263,18.83941,6,6,6,6,19.00696,19.00628,19.01579,6,1.0412406861895462,deV,0.7176819,0.5745858,-67.60949999999866,1.0770101925253852,deV,0.9997196,0.7972451,73.7679599999974,0.0,exp,0.9997832,0.8560259,47.12412999999651,0.9085828343313952,exp,0.9999751,0.267531,-64.16000000000349,1.0084439083233911,deV,0.2191739,117.2669,41.17109000000346,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,11.570080074814424,18.943778739671178,1.0,0.050750583
58,1237666308559536276,1.70330111340866,24.3767790446847,0.9714494,0.9929122,0.8000097,0.8984764,0.4000508,0.8000097,15.68188,15.80883,43.32415,163.0073,136.0674,8630265351207409664,QSO,1.689914,0.9842842,0.8999439,0.8334303,0.9997699,0.1126735,15.7143,163.0698,43.47505,120.9944,136.0623,0.0008329633,0.8588351,0.4579295,0.002414776,56.82215,0.000849843,0.6017898,0.418124,0.2216021,23.94959,18.507,18.77301,19.04366,18.50608,18.50738,18.77316,19.05397,18.50591,18.50571,18.77301,19.06258,18.49433,6,6,6,6,18.8333,18.83447,18.84373,6,0.4550739957716843,exp,0.9997699,0.2216021,-59.005599999996775,0.8878235858103168,exp,0.9842842,0.000849843,15.71429999999964,inf,deV,0.8000097,0.4579295,43.32415000000037,1.294573643410511,deV,0.8984764,0.8588351,-16.992700000002515,0.9855319148935592,exp,0.1126735,23.94959,-43.93770000000222,15.0,20.398794534120466,25.32016624047447,0.964727477849492,15.03099128821908,9.163339536989298,17.57745122223786,0.0,15.0,9.841311590391022,17.94021777513207,1.0,0.03842081
64,1237678907320238647,1.98195767106131,10.462302998957,0.05,0.09639906,0.05,0.05,0.05,0.05,167.2027,59.55417,158.0781,105.9898,24.90735,13016580367532185600,QSO,2.021662,0.1438993,0.05914728,0.2658143,0.05,0.1445924,60.97115,110.9298,164.5495,162.9324,11.43077,59.48066,0.0,0.0,0.0,0.0,95.89993,75.18482,1.163133,0.0,154.656,20.77797,21.10098,21.97386,20.14656,20.82029,21.12495,22.14054,20.30788,20.79568,21.10098,22.5423,20.26202,6,6,3,6,21.86574,21.86205,21.84195,6,0.7067764407853031,exp,0.05,0.0,-17.06760000000213,0.844892812105963,exp,0.1438993,95.89993,60.97114999999758,inf,deV,0.05,0.0,-21.921900000001187,1.3896103896102618,deV,0.05,0.0,-74.01019999999698,0.3971938333622172,exp,0.1445924,154.656,11.430769999999027,15.0,0.0,15.0,27.35960956515506,31.201734495981537,9.972963796637451,18.01277343689864,32.501720206031536,35.796114542658934,0.0,15.0,1.0,0.260865
77,1237678596480958623,2.49440208518729,1.96532430838207,0.05,0.5111712,0.6483517,0.9182603,0.1536793,0.6483517,4.388752,13.7432,100.6169,80.47853,77.57943,10591540119935932416,QSO,2.975337,0.6916142,0.9499243,0.7345846,0.05,0.08715431,13.89741,80.36385,101.2769,4.580242,77.48451,0.4282206,1.685203,0.5923678,0.0,32.69194,0.4560102,1.32797,0.4314628,0.0,20.09248,18.99303,19.29444,21.41478,18.65827,18.99302,19.29537,21.46594,18.6581,18.98371,19.29444,21.87999,18.63958,6,6,3,6,19.59591,19.59681,19.59833,6,0.8900281593258969,exp,0.05,0.0,4.580242000003636,0.6280991735532337,exp,0.6916142,0.4560102,13.897409999997762,inf,deV,0.6483517,0.5923678,-79.3830999999991,0.9989270386266504,exp,0.9499243,1.32797,80.36385000000155,0.9909042268592486,exp,0.08715431,20.09248,77.48451000000205,15.0,0.0,15.0,0.964727477849492,15.03099128821908,24.75401770556946,28.94410808036148,32.021930169464866,35.36105218708974,32.139663335086794,35.46770304506231,1.0,0.07481471
78,1237678661961908419,2.35068376734284,5.12361146149582,0.05,0.9996995,0.09993058,0.05,0.05893821,0.09993058,48.835,108.9724,33.39016,103.9874,103.8226,9843977210066917376,QSO,0.9878473,0.9824075,0.05,0.05,0.1093838,0.1776242,77.37589,103.593,30.646,41.42742,103.1688,1.469388,0.0,24.61091,0.0,97.45846,0.00892778,0.0,0.0,68.82114,294.7153,20.62076,20.8224,21.37885,20.98794,20.62618,20.82312,21.47109,20.97653,20.64032,20.82309,21.48457,20.98339,6,6,6,6,21.22032,21.22018,21.22898,6,0.1275066212637255,exp,0.1093838,68.82114,41.427419999999984,1.016166281755407,deV,0.9996995,1.469388,-71.02760000000126,0.0434782608677743,exp,0.05,0.0,30.64600000000064,0.7229038854805064,exp,0.05,0.0,-76.40699999999924,1.5076923076928002,deV,0.05893821,97.45846,-76.17740000000049,15.0,8.120243845381111,17.05691531632991,17.00747647823282,22.677174783416973,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,30.75705768893565,34.21982755188161,1.0,0.114042625
79,1237669516369133645,2.32107424783874,6.43187970758465,0.6329549,0.7580778,0.9968134,0.8203849,0.9996715,0.9968134,128.9903,14.33699,162.7941,44.32684,132.1523,5103800583216977920,QSO,2.6947,0.80944,0.6862983,0.9905673,0.2151728,0.9233813,14.39462,44.31105,162.8663,133.7747,132.2792,0.5803168,8.94028,0.5916465,45.19898,3.807376,0.4779906,9.169734,0.4406729,59.3913,48.93484,19.28167,19.40145,20.42553,19.21736,19.28232,19.40192,20.42088,19.22515,19.26646,19.40145,20.41798,19.20792,6,6,6,6,19.63206,19.63224,19.62991,6,0.3841059602650284,exp,0.2151728,59.3913,-46.22529999999824,1.0837209302326811,deV,0.7580778,0.5803168,14.336990000003423,inf,deV,0.9968134,0.5916465,-17.205900000000838,1.0427350427350608,deV,0.8203849,8.94028,44.32684000000154,1.82521186440696,deV,0.9996715,3.807376,-47.84769999999844,15.0,3.859967799199109,15.48868462494004,0.964727477849492,15.03099128821908,0.0,15.0,12.669317422246689,19.634449417939976,9.841311590391022,17.94021777513207,1.0,0.031927556
80,1237669679578218761,2.26639189634381,6.47258181086659,0.09569091,0.9998104,0.7556442,0.9611927,0.5599144,0.7556442,160.6406,161.1355,13.12107,76.11453,103.432,12732840670789916672,GALAXY,0.3707334,0.7729419,0.9995552,0.8355298,0.06414033,0.9998409,12.26512,75.47999,13.60707,160.2037,104.1768,0.1301881,0.1792224,0.4279059,15.09645,26.29691,0.345268,0.1942448,0.3439665,17.0559,0.2156523,18.40736,18.9093,19.9807,18.15176,18.41816,18.91072,19.97957,18.12671,18.43961,18.90927,19.97537,18.12274,6,6,6,6,19.40183,19.4014,19.39491,6,0.7879924953094835,exp,0.06414033,17.0559,-19.7963000000018,0.9378612716760945,exp,0.7729419,0.345268,12.265119999996386,48.3333333295043,deV,0.7556442,0.4279059,13.121070000001056,0.6651162790697526,exp,0.9995552,0.1942448,75.47998999999982,0.1368022053755697,exp,0.9998409,0.2156523,-75.8231999999989,15.0,3.859967799199109,15.48868462494004,0.964727477849492,15.03099128821908,0.0,15.0,32.021930169464866,35.36105218708974,30.75705768893565,34.21982755188161,1.0,0.09104826
81,1237652943713206381,2.43113923095723,15.2271929403888,0.1498354,0.7435083,0.8501638,0.3553002,0.05,0.8501638,140.6149,104.0531,64.86113,134.6176,133.7004,6881672957816756224,QSO,2.23893,0.817302,0.4340641,0.6850364,0.2125991,0.06789682,103.957,134.5805,64.89441,140.742,135.3588,0.6941453,27.61592,29.75028,34.38739,0.0,0.4388998,43.81064,23.92955,50.35258,28.91005,19.66768,19.76468,20.47422,19.07531,19.66785,19.76473,20.4722,19.11343,19.66866,19.76468,20.49758,19.25819,6,6,6,3,19.91843,19.91828,19.9326,6,1.0864726027396452,deV,0.1498354,34.38739,-39.38509999999951,1.0105857445307993,deV,0.7435083,0.6941453,-75.94690000000264,inf,deV,0.8501638,29.75028,64.8611299999975,0.8265306122439362,exp,0.4340641,43.81064,-45.41950000000361,0.7915573053368338,exp,0.06789682,28.91005,-44.64119999999821,15.0,3.859967799199109,15.48868462494004,17.00747647823282,22.677174783416973,23.40214466255046,27.79676914331841,11.957594463885505,19.18291076356102,9.841311590391022,17.94021777513207,1.0,0.0
83,1237679457073627157,2.39524844113998,18.0619462800909,0.9998199,0.4771084,0.9997226,0.9600257,0.8119066,0.9997226,73.23065,76.85178,43.32492,94.34322,42.24557,8550140908842276864,QSO,0.3096726,0.5562251,0.9670565,0.9999717,0.9997303,0.8000022,76.66614,94.47585,43.28895,73.24086,42.82731,0.09298737,0.06706907,0.1091321,0.1275807,0.1129178,0.06685007,0.07995577,0.03598911,0.2469431,0.1059249,16.65281,16.60242,16.72441,16.15463,16.66076,16.60352,16.72413,16.15834,16.66384,16.60242,16.72217,16.15465,6,6,6,6,16.62445,16.62492,16.62458,6,0.875,exp,0.9997303,0.2469431,73.24085999999807,2.615384615323652,deV,0.4771084,0.09298737,76.85177999999723,inf,deV,0.9997226,0.1091321,43.32491999999911,0.2792384406165165,exp,0.9670565,0.07995577,-85.52414999999746,184.5000000069278,deV,0.8119066,0.1129178,42.245569999999134,15.0,20.80543285307353,25.64889931758771,27.35960956515506,31.201734495981537,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,11.570080074814424,18.943778739671178,1.0,0.1061555
91,1237680247352328386,2.61976235078873,20.7971652570167,0.08559036,0.1490503,0.8255712,0.708003,0.1398572,0.8255712,97.66359,78.98376,102.2225,121.5345,75.69499,8549038923497887744,QSO,0.5977501,0.248531,0.7367499,0.9162467,0.3496137,0.1970999,78.86689,123.3687,102.98,98.15236,75.44288,7.038872,0.2903652,0.6625258,32.67345,48.27107,14.10653,0.2930117,0.6308091,30.30059,56.73202,18.99055,19.33471,19.79679,19.06421,19.00914,19.33792,19.80042,19.0583,19.07161,19.33471,19.79084,19.06871,6,6,6,6,19.39896,19.40029,19.39464,6,1.6100840336128213,deV,0.08559036,32.67345,-82.33641000000353,1.307870370370237,deV,0.1490503,7.038872,78.9837600000028,inf,deV,0.8255712,0.6625258,-77.77749999999651,0.7706637058968729,exp,0.7367499,0.2930117,-56.63130000000092,2.313333333333302,deV,0.1398572,48.27107,75.6949900000036,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.102946974
103,1237663278465876252,2.87665180311171,0.964415753499795,0.05,0.5190882,0.1491131,0.5881953,0.466975,0.1491131,70.81602,79.65038,112.8869,137.0736,43.31642,4748180033562236928,QSO,1.490961,0.5828089,0.5943568,0.1332977,0.1228686,0.9936999,77.68497,137.1164,112.071,67.46579,72.29562,0.5883216,21.48653,21.32696,0.0,4.050328,0.5252065,35.85672,26.09277,73.51944,6.511824,20.4515,20.65523,21.01849,20.2566,20.4518,20.65504,21.13168,20.27585,20.41054,20.65508,21.16827,20.26832,6,6,3,6,20.97876,20.98581,20.98873,6,0.2442916277206596,exp,0.1228686,73.51944,67.46579000000202,0.2928786359077071,exp,0.5828089,0.5252065,77.68497000000207,0.2666666666840355,exp,0.1332977,26.09277,-67.92899999999645,1.0073242187499831,deV,0.5881953,21.48653,-42.92639999999665,0.6424914675766974,exp,0.9936999,6.511824,72.29561999999714,15.0,20.80543285307353,25.64889931758771,27.35960956515506,31.201734495981537,24.75401770556946,28.94410808036148,11.957594463885505,19.18291076356102,32.139663335086794,35.46770304506231,1.0,0.15524581
105,1237669682262900965,2.97984437694828,8.56675333714955,0.05,0.39547,0.3500214,0.4488511,0.05101084,0.3500214,56.08629,107.8355,104.4134,107.2788,75.07513,5107198623936174080,QSO,2.205269,0.1622117,0.05318731,0.3999679,0.05314529,0.3009457,107.7298,107.2712,104.3991,56.30792,75.97492,29.11167,27.70841,21.66113,0.0,17.63426,21.09753,9.370513,33.40238,51.47587,10.95348,19.41105,19.82933,21.45008,18.96243,19.411,19.82928,21.45016,18.97112,19.40249,19.82933,21.44436,18.98572,6,6,6,6,20.44197,20.44187,20.43683,6,1.0139860139861052,deV,0.05,0.0,56.08628999999928,0.9805447470817604,exp,0.1622117,21.09753,-72.27019999999902,inf,deV,0.3500214,21.66113,-75.58660000000236,0.9941588785048936,exp,0.05318731,9.370513,-72.72879999999714,0.6268784886218075,exp,0.3009457,10.95348,75.97492000000057,15.0,20.80543285307353,25.64889931758771,17.00747647823282,22.677174783416973,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.060219277
107,1237680481952989453,2.94159757912291,29.4751780820104,0.7661788,0.9997393,0.9999732,0.9986979,0.1239409,0.9999732,58.31012,47.68396,121.9451,60.15606,50.34061,8033560377995581440,QSO,2.625576,0.9997302,0.9997618,0.999776,0.8282986,0.2494991,47.54745,59.31812,121.8924,-1.004072,53.471,0.6681821,1.096404,0.2516921,22.14701,24.97318,0.6879333,0.4360758,0.6143512,0.003174271,35.44154,19.11033,19.22325,20.20162,18.86613,19.11113,19.22425,20.19378,18.87475,19.11318,19.22325,20.19093,18.88452,6,6,6,6,19.32758,19.32749,19.32483,6,0.2666043030869552,exp,0.8282986,0.003174271,-1.0040720000033616,0.9672727272727036,exp,0.9997302,0.6879333,47.54744999999821,inf,deV,0.9999732,0.2516921,-58.05490000000282,0.7192982456145599,exp,0.9997618,0.4360758,59.318120000003546,0.531266992930916,exp,0.2494991,35.44154,53.47099999999773,15.0,0.0,15.0,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,32.021930169464866,35.36105218708974,11.570080074814424,18.943778739671178,1.0,0.06634724
111,1237669680652353608,3.03478303051656,7.33090584454945,0.0999708,0.6075028,0.1906355,0.2424966,0.102575,0.1906355,110.6188,58.76156,161.0062,13.76017,154.9431,12733073767255005184,QSO,1.544272,0.5657118,0.2860163,0.2494354,0.1026053,0.05422172,58.76131,13.52076,160.9491,111.6498,154.7985,94.90549,66.38722,10.83009,64.81426,96.85796,83.62952,56.44835,12.65314,71.25306,46.05862,20.53534,21.03469,21.36805,20.58261,20.53529,21.03397,21.35743,20.56726,20.55489,21.03397,21.43654,20.61722,6,6,6,6,21.31887,21.31882,21.31492,6,1.1550591327200952,deV,0.0999708,64.81426,-69.38120000000345,0.9873417721514774,exp,0.5657118,83.62952,58.761310000001686,0.0,exp,0.2494354,12.65314,-19.050900000002,1.0025575447571182,deV,0.2424966,66.38722,13.76017000000138,1.4435134354232206,deV,0.102575,96.85796,-25.056900000003225,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,9.972963796637451,18.01277343689864,0.0,15.0,9.841311590391022,17.94021777513207,1.0,0.037879754
