Index,objid,ra,dec,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,Column1,deVPhi_u,deVPhi_g,deVPhi_r,deVPhi_i,deVPhi_z,specobjid,class,redshift,expAB_g,expAB_i,expAB_r,expAB_u,expAB_z,expPhi_g,expPhi_i,expPhi_r,expPhi_u,expPhi_z,deVABErr_g,deVABErr_i,deVABErr_r,deVABErr_u,deVABErr_z,expABErr_g,expABErr_i,expABErr_r,expABErr_u,expABErr_z,deVMag_i,deVMag_r,deVMag_u,deVMag_z,expMag_i,expMag_r,expMag_u,expMag_z,modelMag_i,modelMag_r,modelMag_u,modelMag_z,type_i,type_r,type_u,type_z,deVMag_g,expMag_g,modelMag_g,type_g,deV_prob_u,model_u,modelAB_u,modelABErr_u,modelPhi_u,deV_prob_g,model_g,modelAB_g,modelABErr_g,modelPhi_g,deV_prob_r,model_r,modelAB_r,modelABErr_r,modelPhi_r,deV_prob_i,model_i,modelAB_i,modelABErr_i,modelPhi_i,deV_prob_z,model_z,modelAB_z,modelABErr_z,modelPhi_z,modelPhiErr,sys_err_u,tot_err_u,sys_err_g,tot_err_g,sys_err_r,tot_err_r,sys_err_i,tot_err_i,sys_err_z,tot_err_z,probpsf_r,devrad_r
3630,1237657775543746601,136.719985629463,41.4082494509121,0.7145491,0.7478239,0.7319159,0.7333229,0.6882939,0.7319159,55.6194,59.88782,59.94183,59.93998,58.19544,1351211874368120832,GALAXY,0.0273577,0.6826195,0.6667237,0.6743,0.6861416,0.6662452,61.14915,60.58427,60.64931,56.49562,59.45777,0.003982237,0.00358951,0.003644328,0.02014598,0.00630981,0.003204854,0.002867932,0.002860148,0.01692116,0.005131889,13.22314,13.66329,15.94145,12.93319,13.5523,13.95339,16.58873,13.4187,13.23667,13.66329,16.28167,12.93955,3,3,3,3,14.43274,14.76182,14.47701,3,0.9025336546940352,exp,0.6861416,0.01692116,56.49562000000151,6.433476394849915,deV,0.7478239,0.003982237,59.88782000000356,inf,deV,0.7319159,0.003644328,59.94183000000339,23.32815964523393,deV,0.7333229,0.00358951,59.93998000000283,75.33805031445564,deV,0.6882939,0.00630981,58.195440000003146,15.0,20.80543285307353,25.64889931758771,27.35960956515506,31.201734495981537,23.40214466255046,27.79676914331841,32.021930169464866,35.36105218708974,32.139663335086794,35.46770304506231,0.0,9.200202
3631,1237657771242225761,136.564749076179,46.6052826243265,0.671007,0.8101906,0.8216033,0.7981111,0.8228526,0.8216033,11.15148,10.42789,11.35095,9.304668,-2.085537,1011216489740527616,GALAXY,0.08469667,0.8260074,0.7809998,0.8677215,0.6652057,0.8601003,9.382168,8.67968,10.03073,11.8969,-8.468599,0.01117665,0.008210156,0.008211711,0.09589156,0.02002896,0.009737377,0.006818299,0.007536272,0.07755302,0.01811417,15.2584,15.59927,18.46609,14.96995,15.66221,16.05429,18.8998,15.47287,15.14175,15.59927,18.46944,14.79212,3,3,3,3,16.48223,16.93459,16.58378,3,128.46567164188616,deV,0.671007,0.09589156,11.151480000000449,3.454554406696215,deV,0.8101906,0.01117665,10.427889999999024,inf,deV,0.8216033,0.008211711,11.350950000000012,4.461723103300474,deV,0.7981111,0.008210156,9.304667999997037,3.828094247314848,deV,0.8228526,0.02002896,-2.0855369999990216,15.0,0.0,15.0,0.964727477849492,15.03099128821908,0.0,15.0,0.0,15.0,0.0,15.0,0.0,3.6557677
3632,1237654653642605165,136.714619792573,49.8766410138526,0.05,0.07607912,0.3499407,0.1292291,0.05,0.3499407,20.14474,24.53222,93.37183,69.67418,44.07068,6453725442365216768,QSO,1.641651,0.05,0.2180672,0.9997388,0.05,0.09922075,26.32072,72.07955,27.56522,21.33091,41.29239,22.82749,0.4969721,0.8399493,0.0,0.0,0.0,0.4068009,0.5918146,0.0,255.0913,21.29828,21.53691,21.58042,21.03267,21.36469,21.62438,21.94166,21.15312,21.53238,21.53688,22.3168,21.17804,3,6,3,6,21.98042,21.98666,21.88671,6,0.5094380618702322,exp,0.05,0.0,21.330909999996948,1.0665884110554045,deV,0.07607912,22.82749,24.53222000000096,2916.666666777038,deV,0.3499407,0.8399493,-86.62817000000359,0.7163178129004667,exp,0.2180672,0.4068009,72.0795500000022,0.1714246405723195,exp,0.09922075,255.0913,41.29239000000234,15.0,8.120243845381111,17.05691531632991,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,32.021930169464866,35.36105218708974,11.570080074814424,18.943778739671178,1.0,0.3485526
3636,1237664092902260829,136.99344589566,28.8703606486406,0.05,0.3544208,0.9927794,0.744678,0.237903,0.9927794,46.5322,58.78541,78.93613,132.5268,57.01399,12772381857871583232,QSO,0.8443655,0.7136935,0.7373767,0.9997081,0.1296276,0.2689553,28.11007,130.7484,77.76644,45.65304,61.68417,0.3490255,0.3223577,0.5514454,0.0,0.7051732,0.6053072,0.3430041,0.6498106,80.69995,0.3952691,19.90032,20.2761,21.72648,19.34389,19.94776,20.29419,21.71627,19.33593,19.94895,20.2761,21.71142,19.43236,6,6,6,3,20.80426,20.83645,20.83911,6,0.3220451527225551,exp,0.1296276,80.69995,45.65303999999742,0.0763271162124004,exp,0.7136935,0.6053072,28.11007000000245,inf,deV,0.9927794,0.5514454,78.93613000000187,0.0244704914661968,exp,0.7373767,0.3430041,-49.25160000000324,1.0899740024866846,deV,0.237903,0.7051732,57.01398999999947,15.0,8.120243845381111,17.05691531632991,17.477288522250237,23.03162204643824,23.40214466255046,27.79676914331841,11.957594463885505,19.18291076356102,32.139663335086794,35.46770304506231,1.0,0.13045813
3637,1237660636525035809,136.948098984683,36.9598933174916,0.4481115,0.1463863,0.7492836,0.08354939,0.05,0.7492836,95.75933,57.25702,50.19014,95.61641,14.69033,9976716847419250688,QSO,1.125412,0.06044297,0.1422315,0.8967294,0.4314525,0.4946215,59.94315,96.69176,47.76583,95.73664,14.65655,13.60605,16.90223,0.6041764,86.88888,0.0,8.568943,25.412,0.6103277,74.00996,173.6667,19.80285,19.94319,20.09269,20.06924,19.80896,19.94915,20.09272,20.06923,19.81202,19.94315,20.0694,20.0358,6,6,6,6,20.29676,20.30237,20.29394,6,1.0012881064834205,deV,0.4481115,86.88888,-84.24066999999923,2.9893617021280616,deV,0.1463863,13.60605,57.25701999999728,149.9999999923617,deV,0.7492836,0.6041764,50.19013999999879,0.3336968375137467,exp,0.1422315,25.412,-83.30823999999848,0.9997009569378104,exp,0.4946215,173.6667,14.656549999999696,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,0.0,15.0,1.0,0.1274762
3643,1237667783351795856,137.233032279315,16.1652249375966,0.370378,0.8206689,0.9991013,0.913842,0.8047928,0.9991013,26.39451,27.21055,67.58437,119.8163,58.47457,2743885757499336704,GALAXY,0.6519824,0.8760928,0.9614897,0.9906963,0.2250401,0.9070518,27.04898,119.6778,67.98119,26.50505,57.85825,7.545115,0.2986517,0.342474,106.7155,0.5012252,7.870989,0.2544366,0.2773326,55.03271,0.5505966,19.04348,19.43488,20.70629,18.68267,19.04819,19.43901,20.70691,18.70479,19.04445,19.43488,20.68485,18.73308,6,6,6,6,20.01368,20.01369,19.99111,6,1.0289179104478283,deV,0.370378,106.7155,26.394509999998263,1.0004430660168198,deV,0.8206689,7.545115,27.210550000003423,inf,deV,0.9991013,0.342474,67.58436999999685,3.855670103083948,deV,0.913842,0.2986517,-60.18370000000141,0.5611981749653295,exp,0.9070518,0.5505966,57.8582499999975,15.0,8.120243845381111,17.05691531632991,17.477288522250237,23.03162204643824,23.40214466255046,27.79676914331841,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.093895316
3644,1237657630051401940,137.149403061216,41.8461845336548,0.8715437,0.944849,0.9997165,0.4723783,0.999715,0.9997165,60.47258,8.59481,4.252079,67.9356,6.294609,1351194007304169472,QSO,0.7336801,0.9637064,0.5808682,0.9997158,0.8622596,0.9997098,8.584324,67.93284,4.659203,60.52781,6.360729,0.3303523,0.1872171,0.212913,0.001568012,0.5709304,0.2323373,0.2019278,0.2534669,1.620497,0.4283441,18.79346,18.62864,19.37024,18.25784,18.79768,18.62754,19.37237,18.25882,18.80075,18.6276,19.36642,18.28105,6,6,6,6,18.79296,18.79317,18.7934,6,1.5575916230372968,deV,0.8715437,0.001568012,60.47258000000147,0.5227272727265387,exp,0.9637064,0.2323373,8.584324000003107,0.0576923076935558,exp,0.9997158,0.2534669,4.65920300000289,0.4211248285323101,exp,0.5808682,0.2019278,67.9328400000013,0.9577768203361278,exp,0.9997098,0.4283441,6.360728999999992,15.0,20.80543285307353,25.64889931758771,0.964727477849492,15.03099128821908,0.0,15.0,32.021930169464866,35.36105218708974,0.0,15.0,1.0,0.048144292
3648,1237673709868417096,137.292037313074,1.35989196331754,0.3998913,0.8947049,0.9736272,0.9039356,0.399647,0.9736272,63.1383,44.81402,38.39085,98.77567,43.34935,4299862964469782528,QSO,1.024224,0.9219873,0.9275011,0.9914704,0.09993041,0.06910788,44.71839,98.55462,37.10726,63.04491,43.36685,0.1337259,3.818675,0.2140765,14.28046,25.69949,0.1186001,4.399235,0.1380174,5.228619,10.34755,17.38426,17.38231,17.81762,17.34907,17.38417,17.38295,17.81769,17.34893,17.3715,17.38231,17.8117,17.32939,6,6,6,6,17.64202,17.64256,17.64513,6,1.0118243243238705,deV,0.3998913,14.28046,63.13829999999871,0.8263665594854204,exp,0.9219873,0.1186001,44.71839000000182,inf,deV,0.9736272,0.2140765,38.39085000000341,0.9929467084639384,exp,0.9275011,4.399235,-81.44537999999739,0.9928861788616972,exp,0.06910788,10.34755,43.36684999999852,15.0,20.80543285307353,25.64889931758771,17.477288522250237,23.03162204643824,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,11.570080074814424,18.943778739671178,1.0,0.08027071
3650,1237658297914163696,137.31631170221,3.9118737466077,0.1109937,0.09892035,0.2240478,0.2482913,0.4000023,0.2240478,122.7068,72.89117,98.27258,101.1686,126.0987,4297565530511136768,QSO,3.287735,0.1187966,0.1323512,0.1005864,0.2419475,0.4956239,72.83596,101.1736,98.26515,122.5308,121.5568,25.75885,24.58536,16.21635,97.89429,1.467316,14.03259,21.47818,8.121375,136.5941,1.530472,19.77814,19.91447,21.31187,19.69843,19.77785,19.91452,21.3119,19.72571,19.77231,19.91447,21.30839,19.79835,6,6,6,6,20.30376,20.30479,20.33224,6,1.0086206896558676,deV,0.1109937,97.89429,-57.29320000000007,0.9638342696629162,exp,0.1187966,14.03259,72.8359599999967,inf,deV,0.2240478,16.21635,-81.7274200000029,0.9502572898799826,exp,0.1323512,21.47818,-78.8263999999981,0.7269815852682062,exp,0.4956239,1.530472,-58.443200000001525,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,30.75705768893565,34.21982755188161,1.0,0.0612015
3651,1237660670347051128,137.300664339321,8.59473961234927,0.05,0.4499442,0.2544366,0.548246,0.3446685,0.2544366,40.94114,67.70313,95.24744,129.7797,62.97414,1463844476245010432,QSO,1.754613,0.5796981,0.4734039,0.25015,0.2497067,0.377142,67.64926,129.7865,95.23598,40.94094,62.93791,0.2111654,4.185038,6.204266,0.0,20.96525,0.2196466,4.265286,4.653788,25.21041,34.48605,17.28448,17.73731,18.63018,17.1606,17.28458,17.73713,18.63012,17.16048,17.28345,17.73713,18.63509,17.16345,6,6,6,6,18.13273,18.13292,18.13832,6,1.012219959266334,deV,0.05,0.0,40.94114000000263,0.9660107334526188,exp,0.5796981,0.2196466,67.64925999999832,0.0,exp,0.25015,4.653788,-84.76402000000235,1.0970873786405422,deV,0.548246,4.185038,-50.22030000000086,1.0421052631575145,deV,0.3446685,20.96525,62.97413999999844,15.0,8.120243845381111,17.05691531632991,27.35960956515506,31.201734495981537,24.75401770556946,28.94410808036148,11.957594463885505,19.18291076356102,32.139663335086794,35.46770304506231,1.0,0.028344769
3652,1237667293188718632,137.406023603342,19.4689665141557,0.7698255,0.8280473,0.824432,0.8267046,0.8307602,0.824432,-2.56049,-0.5696049,-3.342764,-2.100416,-4.017455,2572855346926217216,GALAXY,0.02784283,0.8072906,0.7792574,0.7771541,0.7629908,0.7835636,-1.514938,-2.020065,-3.589676,-3.573059,-4.383495,0.004562201,0.003930027,0.003973829,0.02357171,0.00675345,0.003851169,0.003350173,0.003369722,0.01970556,0.005548974,13.34737,13.77601,16.01219,13.10205,13.72876,14.14673,16.57845,13.53815,13.32943,13.776,16.42838,12.9731,3,3,3,3,14.5962,14.97257,14.66844,3,0.3605805040966851,exp,0.7629908,0.01970556,-3.573059000002104,4.209994462901381,deV,0.8280473,0.004562201,-0.5696049000034691,37073.0000014035,deV,0.824432,0.003973829,-3.342764000000898,22.259197324415407,deV,0.8267046,0.003930027,-2.1004160000011325,4.381930981000394,deV,0.8307602,0.00675345,-4.017455000001064,15.0,0.0,15.0,0.964727477849492,15.03099128821908,0.0,15.0,0.0,15.0,0.0,15.0,0.0,7.128728
3654,1237661124543512581,137.472012974593,31.1008806519233,0.8717051,0.9997299,0.8270641,0.854372,0.8408581,0.8270641,102.5567,133.0821,98.42651,88.12648,85.80057,1791341161454004224,GALAXY,0.2720677,0.9546613,0.9363641,0.8703687,0.4430512,0.9303963,134.9442,89.55882,104.5097,106.8879,76.73384,0.0646173,0.02012976,0.02095824,17.07083,0.05206752,0.06015876,0.020657,0.02070864,20.33622,0.05281136,16.50386,16.96684,18.7105,16.27483,16.87261,17.27983,18.70725,16.62927,16.57319,16.9669,18.30741,16.26631,3,3,6,3,18.09645,18.15036,17.75617,3,0.9919372844774088,exp,0.4430512,20.33622,-73.11209999999846,1.1584283531209545,deV,0.9997299,0.0646173,-46.91790000000037,5215.500000197471,deV,0.8270641,0.02095824,-81.5734900000025,4.318765325255993,deV,0.854372,0.02012976,88.12647999999899,42.60093896713253,deV,0.8408581,0.05206752,85.80056999999942,15.0,20.398794534120466,25.32016624047447,0.0,15.0,24.75401770556946,28.94410808036148,32.021930169464866,35.36105218708974,32.139663335086794,35.46770304506231,0.0,1.5508916
3655,1237657241895239861,137.389562744616,42.8962518233182,0.3701752,0.9882911,0.9999471,0.6689673,0.9992672,0.9999471,125.8092,30.08871,96.60585,11.21399,99.18139,935633581311551488,GALAXY,0.6700212,0.9772649,0.7615939,0.9996735,0.4004095,0.99911,30.56056,28.87106,96.50003,126.3736,99.6659,0.3714028,0.1275291,0.07263105,0.9458038,0.820312,0.4188761,0.1458978,0.3154309,1.119508,0.004309823,18.3032,18.80637,20.02411,18.00885,18.32791,18.81525,20.03541,18.01194,18.33549,18.8064,20.02765,17.98415,6,6,6,6,19.40194,19.40372,19.38379,6,2.192090395478922,deV,0.3701752,0.9458038,-54.19079999999667,1.0980716253443668,deV,0.9882911,0.3714028,30.08871000000363,295.0000000111318,deV,0.9999471,0.07263105,-83.39415000000008,0.2347475998761498,exp,0.7615939,0.1458978,28.87105999999767,1.1251012145749129,deV,0.9992672,0.820312,-80.81861000000208,15.0,20.398794534120466,25.32016624047447,17.477288522250237,23.03162204643824,24.75401770556946,28.94410808036148,12.669317422246689,19.634449417939976,30.75705768893565,34.21982755188161,1.0,0.13864994
3656,1237657634871247075,137.427629605838,47.8938530738621,0.05,0.8401383,0.8057534,0.9997984,0.07052165,0.8057534,15.44634,67.8878,100.0396,93.99448,69.92654,6457043762652928000,QSO,2.637666,0.8440319,0.9997801,0.8166283,0.2297511,0.05,68.24904,94.42401,100.0365,15.517,69.85828,0.3883687,0.4033868,0.0005015496,0.0,34.51989,0.3053691,0.451825,0.8236734,72.92188,0.0,19.70842,19.79298,20.59549,19.6675,19.70938,19.79525,20.59536,19.66734,19.71235,19.79297,20.58887,19.65611,6,6,6,6,19.89313,19.89425,19.91173,6,0.9803625377640254,exp,0.2297511,72.92188,15.516999999999824,0.9397849462365444,exp,0.8440319,0.3053691,68.24904000000242,228.0000000085265,deV,0.8057534,0.0005015496,-79.96040000000357,0.7557251908399293,exp,0.9997801,0.451825,-85.57598999999755,0.9859525899911268,exp,0.05,0.0,69.85828000000038,15.0,0.0,15.0,27.35960956515506,31.201734495981537,24.75401770556946,28.94410808036148,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.036461424
3657,1237653613183959087,137.352839249493,52.2757354698056,0.9997703,0.6338588,0.9965186,0.8577541,0.9998955,0.9965186,93.57228,9.039875,63.42688,35.33038,36.64663,8213675509349111808,QSO,0.4099957,0.6725187,0.8615026,0.998614,0.9998833,0.9997072,8.58392,35.0429,63.5271,93.21243,36.51027,0.09953938,0.07636249,0.0008989105,0.2511476,0.1085838,0.09742679,0.0812307,0.0009715882,0.128381,0.267541,17.44154,17.70647,18.67977,17.04364,17.45702,17.71219,18.67684,17.06791,17.46122,17.70647,18.67411,17.06809,6,6,6,6,17.96706,17.97078,17.96848,6,0.4823321554767668,exp,0.9998833,0.128381,-86.78757000000041,1.619718309860917,deV,0.6338588,0.09953938,9.039875000002212,inf,deV,0.9965186,0.0008989105,63.42687999999907,0.2134146341463745,exp,0.8615026,0.0812307,35.04290000000037,0.0073619631901954,exp,0.9997072,0.267541,36.51026999999885,15.0,20.398794534120466,25.32016624047447,0.964727477849492,15.03099128821908,23.40214466255046,27.79676914331841,12.669317422246689,19.634449417939976,11.570080074814424,18.943778739671178,1.0,0.1312483
3664,1237667141792170183,137.675530862241,22.8098747033073,0.2825665,0.9213067,0.1570995,0.07826304,0.2305954,0.1570995,41.92035,109.7892,129.5623,27.33447,34.64788,13144882929770715136,QSO,2.67776,0.9481055,0.08955823,0.05,0.05,0.224235,109.3752,24.72345,129.4456,41.85691,34.59532,1.928139,22.8468,67.47425,414.0783,416.9427,1.645865,70.0585,0.0,0.0,374.545,21.12274,20.97137,21.81247,20.54238,21.12346,20.97242,21.81249,20.54242,21.22709,20.97242,21.80191,20.52368,3,6,6,6,21.09111,21.09443,21.09294,6,1.0018939393938673,deV,0.2825665,414.0783,41.920350000000326,0.8142076502742531,exp,0.9481055,1.645865,-70.62479999999778,0.0,exp,0.05,0.0,-50.554400000000896,0.9931001437469942,exp,0.08955823,70.0585,24.723449999997683,1.002139037433074,deV,0.2305954,416.9427,34.6478799999968,15.0,8.120243845381111,17.05691531632991,17.00747647823282,22.677174783416973,9.972963796637451,18.01277343689864,12.669317422246689,19.634449417939976,11.570080074814424,18.943778739671178,1.0,0.12144738
3665,1237665098461479119,137.730148507597,25.655965491916,0.06444771,0.9980413,0.7384303,0.9816484,0.08716414,0.7384303,59.40462,79.23643,86.02851,18.99655,74.17805,6504466253947885568,QSO,2.747091,0.9997423,0.6774334,0.6514192,0.3756277,0.1558679,79.20362,19.0074,86.23806,59.48428,74.203,0.4238571,11.0975,6.726628,12.05961,21.03032,0.3588447,8.983671,6.598724,22.38896,32.06192,18.38476,18.5448,19.62013,18.21202,18.38448,18.54479,19.62014,18.21201,18.38455,18.5448,19.61995,18.21393,6,6,6,6,18.71593,18.71562,18.72516,6,1.0555555555533624,deV,0.06444771,12.05961,59.40462000000116,1.0335861321775692,deV,0.9980413,0.4238571,79.2364299999972,inf,deV,0.7384303,6.726628,86.02850999999646,0.3333333333389726,exp,0.6774334,8.983671,19.007400000002235,1.0052356020940365,deV,0.08716414,21.03032,74.17805000000226,15.0,20.80543285307353,25.64889931758771,27.35960956515506,31.201734495981537,23.40214466255046,27.79676914331841,12.669317422246689,19.634449417939976,32.139663335086794,35.46770304506231,1.0,0.00033431934
3666,1237664835931079341,137.721438929514,27.1606261955604,0.0736998,0.05,0.05108702,0.4014101,0.1284081,0.05108702,93.93169,127.647,54.32291,45.5628,104.3468,6506659230862563328,QSO,3.504591,0.05,0.6401815,0.1716987,0.07316247,0.05,129.2482,45.2776,54.32349,14.13003,104.3682,0.0,1.959163,38.20971,4.347801,90.63847,0.0,1.939301,75.78055,30.46846,0.0,21.07566,21.73535,25.21127,20.92525,21.07509,21.73527,25.20718,20.92523,21.09896,21.73535,25.20834,20.9269,6,6,6,6,22.70986,22.81655,22.94458,3,0.3959044368597372,exp,0.07316247,30.46846,14.13003000000026,0.5454584185412378,exp,0.05,0.0,-50.75179999999818,inf,deV,0.05108702,38.20971,54.322910000002594,1.0244635193132907,deV,0.4014101,1.959163,45.5627999999997,1.0121212121207424,deV,0.1284081,90.63847,-75.65320000000065,15.0,0.0,15.0,0.0,15.0,23.40214466255046,27.79676914331841,12.669317422246689,19.634449417939976,30.75705768893565,34.21982755188161,1.0,0.00046587206
3668,1237660765915119745,137.65606123996,35.33021700788,0.1965249,0.7067577,0.1394488,0.05,0.1351633,0.1394488,99.3848,57.7879,74.94799,53.21832,12.27034,5229826052344535040,QSO,2.26613,0.9019349,0.157354,0.1523443,0.2673713,0.2996643,75.58405,53.4337,74.78651,99.03389,12.73954,0.2246805,0.0,10.81542,65.47762,77.26176,0.3389797,25.54772,10.30186,59.87518,129.3655,19.54585,19.67434,20.30008,19.47143,19.59473,19.67402,20.30158,19.4684,19.60523,19.67404,20.30475,19.47494,6,6,6,6,19.64445,19.65978,19.68308,6,0.6788008565308505,exp,0.2673713,59.87518,-80.96611000000121,0.6031581672274973,exp,0.9019349,0.3389797,75.58404999999766,0.0666666666761405,exp,0.1523443,10.30186,74.78650999999809,0.1768272145503683,exp,0.157354,25.54772,53.43370000000141,1.863247863248936,deV,0.1351633,77.26176,12.27034000000276,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,23.40214466255046,27.79676914331841,12.669317422246689,19.634449417939976,0.0,15.0,1.0,0.072963424
3669,1237660637062365281,137.725737952021,37.9874939876408,0.8947935,0.5313173,0.9714288,0.2997777,0.9998085,0.9714288,131.5911,105.8775,72.70271,44.58431,41.3023,5227618788170815488,QSO,2.162818,0.6186536,0.3802373,0.9998575,0.9384492,0.9974351,105.6941,44.55983,38.39437,131.5775,41.29775,0.141678,7.724966,0.0007573641,0.2589074,0.2837712,0.1109065,10.43291,0.1773537,0.2692361,0.743063,17.38737,17.48904,17.75523,17.19566,17.38745,17.48939,17.75885,17.19593,17.3811,17.48905,17.77645,17.19269,6,6,6,6,17.5408,17.54136,17.54414,6,0.8294062205467468,exp,0.9384492,0.2692361,-48.42250000000058,0.8323353293411773,exp,0.6186536,0.1109065,-74.30589999999938,34.000000001421085,deV,0.9714288,0.0007573641,72.70270999999775,1.0127591706539898,deV,0.2997777,7.724966,44.58430999999837,1.0909090909091996,deV,0.9998085,0.2837712,41.302300000003015,15.0,3.859967799199109,15.48868462494004,17.00747647823282,22.677174783416973,23.40214466255046,27.79676914331841,12.669317422246689,19.634449417939976,11.570080074814424,18.943778739671178,1.0,0.068047725
3670,1237657874327863350,137.716828080038,39.033933194369,0.1393814,0.8218544,0.8922164,0.8569735,0.7068115,0.8922164,-21.37469,128.4211,46.65528,34.68856,63.38362,5227759525659170816,GALAXY,0.1986704,0.8094335,0.8622991,0.8652923,0.2498395,0.70771,128.6272,37.23547,62.14466,-21.1085,61.705,0.08396362,0.0534978,0.06067242,13.03473,0.1242575,0.09175314,0.05711222,0.05957482,0.5848281,0.1173208,17.35374,17.61862,18.79179,17.13772,17.3869,17.64963,18.79214,17.16865,17.33936,17.61862,18.72797,17.12119,3,3,6,3,18.18046,18.19035,18.14478,6,1.0054841742400653,deV,0.1393814,13.03473,-21.37468999999692,1.2771860986546757,deV,0.8218544,0.08396362,-51.57890000000043,inf,deV,0.8922164,0.06067242,46.65527999999904,3.305980528512115,deV,0.8569735,0.0534978,34.688560000002326,2.8711433756801097,deV,0.7068115,0.1242575,63.38362000000052,15.0,3.859967799199109,15.48868462494004,0.0,15.0,9.163339536989298,17.57745122223786,12.669317422246689,19.634449417939976,32.139663335086794,35.46770304506231,0.0,0.30297208
3671,1237657770705551407,137.54588133259,46.6049640143402,0.6938058,0.7998515,0.7498989,0.6300074,0.6915444,0.7498989,125.9243,5.368217,26.92662,92.34119,9.108299,1012247007248541696,QSO,1.019924,0.750012,0.4199804,0.784153,0.7601542,0.4570656,5.654877,92.31808,26.96672,125.2421,9.099483,0.4228506,4.245079,5.781167,0.1414223,10.45692,0.3065183,5.362743,3.771305,0.1684353,9.068971,16.96037,16.98337,17.67377,16.81433,16.96037,16.98331,17.68576,16.81434,16.96033,16.98337,17.71211,16.81443,6,6,6,6,17.27048,17.27053,17.27169,6,0.6872717788211296,exp,0.7601542,0.1684353,-54.75789999999688,0.9586776859490544,exp,0.750012,0.3065183,5.654877000000852,inf,deV,0.7498989,5.781167,26.92661999999837,1.0,0,0.6300074,4.245079,-87.65881000000081,0.9000000000035527,exp,0.4570656,9.068971,9.099482999998145,15.0,20.398794534120466,25.32016624047447,0.964727477849492,15.03099128821908,9.163339536989298,17.57745122223786,32.501720206031536,35.796114542658934,0.0,15.0,1.0,0.0
3673,1237667293725851721,137.889409044211,19.9705881274735,0.8454282,0.741549,0.6467149,0.8585032,0.7478433,0.6467149,115.2709,84.7796,-6.193151,117.847,86.06649,6494343870612264960,QSO,1.635066,0.7893069,0.9162832,0.7387941,0.8998899,0.691646,84.77771,117.1407,-5.977397,115.2484,86.05143,0.1526781,0.2069729,0.2741644,0.8783106,13.5444,0.1158251,0.1547934,0.2031305,0.778994,9.444592,17.6233,17.82043,18.36485,17.53103,17.62404,17.82058,18.36481,17.53104,17.62867,17.82044,18.36301,17.51726,6,6,6,6,18.00089,18.00147,18.00615,6,0.978260869564126,exp,0.8998899,0.778994,-64.75160000000324,0.8897338403036997,exp,0.7893069,0.1158251,84.77771000000212,14.000000000355271,deV,0.6467149,0.2741644,-6.193150999999489,0.8621973929235538,exp,0.9162832,0.1547934,-62.85929999999644,1.0007262164124633,deV,0.7478433,13.5444,86.06648999999743,15.0,20.398794534120466,25.32016624047447,27.35960956515506,31.201734495981537,0.0,15.0,32.501720206031536,35.796114542658934,32.139663335086794,35.46770304506231,1.0,0.069869295
3675,1237661126691521065,137.753639698149,33.3247321874983,0.05726372,0.5200064,0.9126065,0.9996852,0.1699954,0.9126065,123.3145,109.6174,122.9751,40.07251,44.61146,6542710567802787840,GALAXY,0.4367639,0.1940799,0.9997843,0.9999187,0.05151484,0.1889555,109.5746,39.99923,21.35934,123.0872,44.61489,88.57511,0.4102266,0.3807584,1.78187,97.63846,70.56853,0.2991259,0.1421003,0.4347406,91.61327,19.56268,20.1642,22.32351,19.21444,19.6174,20.22592,21.96466,19.21432,19.55665,20.1642,22.82206,19.06124,3,3,3,6,21.28937,21.2891,21.14745,6,1.7197873834118929,deV,0.05726372,1.78187,-56.68549999999959,0.998097519729422,exp,0.1940799,70.56853,-70.42540000000008,inf,deV,0.9126065,0.3807584,-57.02489999999671,10.074626865672952,deV,0.9996852,0.4102266,40.07250999999815,0.999216710182774,exp,0.1889555,91.61327,44.614889999997104,15.0,20.398794534120466,25.32016624047447,17.00747647823282,22.677174783416973,24.75401770556946,28.94410808036148,12.669317422246689,19.634449417939976,11.570080074814424,18.943778739671178,0.0,0.32709447
