ra,dec,ObjectId,RAICRS,DEICRS,errHalfMaj,errHalfMin,errPosAng,e_RAICRS,e_DEICRS,SMSS,EpMean,skymapper_flags,ClassStar,RadrPetro,a,b,PA,e_pa,uPSF,e_uPSF,uPetro,e_uPetro,vPSF,e_vPSF,vPetro,e_vPetro,gPSF,e_gPSF,gPetro,e_gPetro,rPSF,e_rPSF,rPetro,e_rPetro,iPSF,e_iPSF,iPetro,e_iPetro,zPSF,e_zPSF,zPetro,e_zPetro,angDist,sys_err,tot_err
2.3981573105416665,-32.27692483147222,6425388,2.398119,-32.276898,66.0,55.0,90.0,66,55,000935.55-321636.7,56857.7887,0,0.1199999973177909,8.050000190734863,9.4399995803833,7.71999979019165,-58.4900016784668,6.179999828338623,,,,,17.07900047302246,0.0890000015497207,17.084999084472656,0.2319999933242797,15.208999633789062,0.1319999992847442,13.621999740600586,0.0149999996647238,14.699000358581545,0.1519999951124191,12.923999786376951,0.0099999997764825,14.241999626159668,0.1659999936819076,12.39799976348877,0.0080000003799796,13.994999885559082,0.1720000058412552,12.156000137329102,0.0089999996125698,0.151418,0.0,6.179999828338623
2.5016194822916664,-4.563474047944444,8227436,2.501438,-4.563383,36.0,36.0,90.0,36,36,001000.34-043348.1,56867.7452,0,0.4850000143051147,9.899999618530272,1.3700000047683716,0.6899999976158142,67.80000305175781,16.229999542236328,,,,,,,,,18.91399955749512,0.0270000007003545,18.606000900268555,0.2010000050067901,,,,,,,,,,,,,0.729096,16.956521739130434,23.47203686582386
2.688239014333333,-29.75366053133333,6511201,2.68818,-29.753631,36.0,31.0,0.0,31,36,001045.16-294513.0,56877.6954,0,0.546999990940094,5.28000020980835,0.9700000286102296,0.7300000190734863,73.6500015258789,13.619999885559082,,,,,,,,,,,,,,,,,,,,,18.49099922180176,0.0260000005364418,18.71500015258789,0.1889999955892563,0.212889,16.956521739130434,21.74920748837144
3.063127658333333,-38.77201907222222,6125077,3.063063,-38.771979,36.0,28.0,0.0,28,36,001215.13-384619.1,56885.0223,0,0.2049999982118606,9.130000114440918,4.440000057220459,3.609999895095825,9.489999771118164,12.1899995803833,,,,,,,,,16.93000030517578,0.0680000036954879,16.020000457763672,0.1759999990463256,16.033000946044922,0.0900000035762786,15.529000282287598,0.1220000013709068,15.60200023651123,0.0769999995827674,14.772000312805176,0.0750000029802322,15.42199993133545,0.0560000017285347,14.54599952697754,0.0769999995827674,0.23183,683.4782608695652,683.5869580170875
3.7641540515833327,-0.5831496199166667,8306205,3.764138,-0.583124,36.0,36.0,90.0,36,36,001503.39-003459.2,56851.6845,0,0.4819999933242798,8.510000228881836,2.559999942779541,2.039999961853028,-0.3300000131130218,47.31999969482422,,,,,,,,,18.41399955749512,0.0769999995827674,18.12700080871582,0.1309999972581863,17.60700035095215,0.0729999989271164,16.976999282836914,0.1169999986886978,16.982999801635742,0.0529999993741512,16.427000045776367,0.0839999988675117,16.66900062561035,0.0540000014007091,16.33799934387207,0.1089999973773956,0.108837,683.4782608695652,685.1143812914772
4.083157520833333,-14.503086116666667,7670043,4.083157,-14.503051,36.0,35.0,0.0,35,36,001619.95-143010.9,56875.2314,0,0.9509999752044678,7.699999809265137,2.039999961853028,1.7699999809265137,-18.76000022888184,58.9900016784668,17.61199951171875,0.0049999998882412,17.458999633789062,0.2029999941587448,17.488000869750977,0.0240000002086162,17.525999069213867,0.1110000014305114,16.9950008392334,0.0080000003799796,16.66200065612793,0.2220000028610229,16.97599983215332,0.0719999969005584,17.027999877929688,0.1809999942779541,17.218000411987305,0.0189999993890523,17.211000442504883,0.1379999965429306,17.06399917602539,0.0570000000298023,17.08799934387207,0.1080000028014183,0.126433,249.1304347826087,256.0191278654725
4.023911087249999,-23.73116655638889,7468582,4.023854,-23.73118,72.0,59.0,0.0,59,72,001605.70-234352.6,57085.9653,0,0.3569999933242798,10.5600004196167,4.03000020980835,2.5299999713897705,-53.83000183105469,26.059999465942383,,,,,,,,,18.17399978637696,0.096000000834465,17.702999114990234,0.1209999993443489,17.309999465942383,0.0700000002980232,15.979999542236328,0.1120000034570694,16.54599952697754,0.0769999995827674,15.187000274658203,0.1710000038146972,16.270999908447266,0.0729999989271164,14.961000442504885,0.0799999982118606,0.194262,249.1304347826087,250.48971457354605
4.399238324583333,-5.2116022766666665,8246345,4.399217,-5.211638,135.0,55.0,0.0,55,135,001735.81-051241.6,56965.2306,2,0.9490000009536744,8.09000015258789,1.950000047683716,1.5800000429153442,-4.989999771118164,58.72999954223633,17.510000228881836,0.0359999984502792,17.503000259399414,0.1299999952316284,,,,,17.62700080871582,0.0209999997168779,17.59600067138672,0.0939999967813491,17.393999099731445,0.0099999997764825,17.277999877929688,0.0860000029206276,16.93000030517578,0.0460000000894069,17.219999313354492,0.202000007033348,16.910999298095703,0.0469999983906745,16.763999938964844,0.1280000060796737,0.149612,683.4782608695652,685.9968993570718
4.289071279166666,-6.842620516666666,8233074,4.289057,-6.842592,71.0,36.0,0.0,36,71,001709.37-065033.3,56868.2502,0,0.6119999885559082,5.610000133514404,1.0499999523162842,0.8600000143051147,-15.4399995803833,73.25,,,,,,,,,,,,,,,,,,,,,18.347000122070312,0.0710000023245811,18.402999877929688,0.1829999983310699,0.114647,683.4782608695652,687.3922428870474
4.495858282916666,-27.80599280930556,6558074,4.49575,-27.805984,40.0,32.0,0.0,32,40,001758.97-274821.4,57107.0189,0,0.5130000114440918,7.260000228881836,1.5800000429153442,1.25,17.889999389648438,91.66999816894533,,,,,,,,,,,,,,,,,17.836999893188477,0.0489999987185001,18.19700050354004,0.210999995470047,17.250999450683594,0.006000000052154,17.40399932861328,0.1070000007748603,0.346262,683.4782608695652,689.5983770613008
4.780203749999999,-19.434670277777776,7612121,4.780158,-19.43464,99.0,69.0,90.0,99,69,001907.23-192604.6,56871.73,0,0.4850000143051147,7.389999866485596,0.9399999976158142,0.5400000214576721,6.730000019073486,23.96999931335449,,,,,,,,,18.621999740600582,0.0260000005364418,18.812000274658203,0.1739999949932098,18.6299991607666,0.0260000005364418,18.934999465942383,0.1949999928474426,18.448999404907227,0.0509999990463256,18.95499992370605,0.2319999933242797,18.10400009155273,0.0489999987185001,18.25300025939941,0.1439999938011169,0.189747,683.4782608695652,683.8984529507051
4.853423749999998,-29.882122222222225,6524172,4.85334,-29.882108,96.0,40.0,90.0,96,40,001924.77-295255.4,56993.7344,2,0.8169999718666077,7.199999809265137,1.4900000095367432,1.0299999713897705,-21.479999542236328,65.05000305175781,,,,,17.73200035095215,0.061999998986721,18.69300079345703,0.1689999997615814,17.801000595092773,0.0659999996423721,18.194000244140625,0.1550000011920929,17.55699920654297,0.0719999969005584,17.416000366210938,0.270000010728836,17.339000701904297,0.0860000029206276,17.554000854492188,0.1040000021457672,17.238000869750977,0.0460000000894069,17.211000442504883,0.0719999969005584,0.266383,249.1304347826087,257.4829633820563
5.538620833333332,-18.89301861111111,7617524,5.538549,-18.892981,53.0,50.0,0.0,50,53,002209.25-185334.7,56975.9957,0,0.977999985218048,7.230000019073486,1.820000052452088,1.5,36.970001220703125,33.25,17.985000610351562,0.0270000007003545,17.822999954223633,0.1040000021457672,17.621000289916992,0.0649999976158142,17.902000427246094,0.1330000013113021,16.913000106811523,0.2440000027418136,17.152999877929688,0.2049999982118606,17.05699920654297,0.06700000166893,17.06599998474121,0.0529999993741512,16.906999588012695,0.1500000059604644,16.722999572753906,0.1609999984502792,16.607999801635742,0.0879999995231628,16.295000076293945,0.2770000100135803,0.279635,344.34782608695656,345.94940067994463
6.002803131083333,-8.186124848333334,8104357,6.002701,-8.18603,36.0,36.0,90.0,36,36,002400.64-081109.7,56874.7409,0,0.3759999871253967,9.899999618530272,1.1399999856948853,0.8899999856948853,-81.08000183105469,17.8799991607666,,,,,,,,,,,,,,,,,,,,,18.26000022888184,0.0320000015199184,18.47900009155273,0.3740000128746032,0.499032,0.0,17.8799991607666
6.454817912499999,-26.03683725255556,7462406,6.454793,-26.036986,248.0,97.0,0.0,97,248,002549.15-260213.1,57124.6761,0,0.6209999918937683,9.68000030517578,1.2599999904632568,0.7400000095367432,-38.5,44.52999877929688,,,,,,,,,,,,,,,,,,,,,18.229999542236328,0.0710000023245811,18.089000701904297,0.1270000040531158,0.54152,249.1304347826087,253.07883026096005
6.714346365708333,-11.21456265675,8053808,6.714315,-11.214606,169.0,63.0,90.0,169,63,002651.43-111252.5,56876.401,0,0.4909999966621399,7.699999809265137,0.959999978542328,0.6000000238418579,36.43000030517578,35.52000045776367,,,,,,,,,18.76799964904785,0.0430000014603138,18.808000564575195,0.1560000032186508,18.72100067138672,0.0089999996125698,18.91200065612793,0.2189999967813491,18.624000549316406,0.0320000015199184,18.819000244140625,0.1729999929666519,,,,,0.191351,344.34782608695656,346.1749496473314
7.254108441833333,-1.2282665918333335,8381706,7.253983,-1.228274,83.0,36.0,90.0,83,36,002900.97-011341.7,57040.4405,2,0.3529999852180481,9.859999656677246,4.659999847412109,3.940000057220459,-5.03000020980835,55.06999969482422,,,,,,,,,16.604000091552734,0.0489999987185001,15.76099967956543,0.1099999994039535,15.878000259399414,0.0780000016093254,14.848999977111816,0.1790000051259994,15.473999977111816,0.0540000014007091,14.343999862670898,0.0219999998807907,15.211999893188477,0.0570000000298023,14.01099967956543,0.0399999991059303,0.452274,683.4782608695652,685.6932535381061
7.632598926666666,-2.198925879722222,8371575,7.632546,-2.198906,76.0,36.0,90.0,76,36,003031.80-021155.9,57206.7438,0,0.7239999771118164,8.25,1.5800000429153442,1.1100000143051147,52.27000045776367,35.47999954223633,,,,,,,,,18.393999099731445,0.0170000009238719,18.97699928283692,0.3989999890327453,17.56800079345703,0.0120000001043081,17.281999588012695,0.1749999970197677,17.437000274658203,0.0189999993890523,17.61400032043457,0.1089999973773956,17.284000396728516,0.0309999994933605,17.274999618530273,0.0989999994635582,0.203402,344.34782608695656,346.17084755699744
7.572885993333332,-42.41291185775,6074201,7.572826,-42.412905,107.0,81.0,0.0,81,107,003017.47-422446.0,56894.973,2,0.5400000214576721,8.25,1.559999942779541,1.090000033378601,40.02999877929688,46.06999969482422,18.23900032043457,0.1000000014901161,18.64699935913086,0.1909999996423721,17.679000854492188,0.0700000002980232,18.30299949645996,0.2129999995231628,18.231000900268555,0.0189999993890523,18.167999267578125,0.2809999883174896,18.19599914550781,0.0630000010132789,18.28499984741211,0.1519999951124191,17.908000946044922,0.0230000000447034,18.04199981689453,0.2169999927282333,17.611000061035156,0.0299999993294477,17.729000091552734,0.1000000014901161,0.161356,344.34782608695656,347.4159901367437
7.763435360083332,-13.449617591861111,8110670,7.763491,-13.449554,181.0,141.0,90.0,181,141,003103.23-132658.4,56867.7294,0,0.4930000007152557,8.140000343322754,1.440000057220459,0.7099999785423279,-35.86000061035156,46.13999938964844,,,,,,,,,18.263999938964844,0.0710000023245811,18.975000381469727,0.1609999984502792,,,,,18.075000762939453,0.1609999984502792,18.21299934387207,0.1560000032186508,,,,,0.3006,249.1304347826087,253.36707181212088
8.123649137499998,-2.5387592722222223,8372045,8.123607,-2.538776,367.0,286.0,0.0,286,367,003229.66-023219.6,56868.2613,0,0.4830000102519989,7.590000152587891,1.4900000095367432,0.8500000238418579,-32.66999816894531,47.16999816894531,,,,,,,,,18.700000762939453,0.0309999994933605,18.54700088500977,0.1319999992847442,18.599000930786133,0.0359999984502792,18.41699981689453,0.1909999996423721,,,,,,,,,0.163073,249.1304347826087,253.55666479552443
8.030964170833332,-15.69255071388889,7723725,8.030957,-15.692475,67.0,41.0,90.0,67,41,003207.43-154132.9,56862.6904,2,0.8370000123977661,7.03000020980835,1.9800000190734863,1.5399999618530271,25.049999237060547,36.70000076293945,17.517000198364258,0.0939999967813491,17.700000762939453,0.4449999928474426,17.75200080871582,0.0860000029206276,17.770999908447266,0.1190000027418136,17.163999557495117,0.0359999984502792,17.23900032043457,0.1379999965429306,17.049999237060547,0.0599999986588954,17.131000518798828,0.1550000011920929,16.915000915527344,0.0219999998807907,16.88800048828125,0.1070000007748603,17.01099967956543,0.0700000002980232,17.21500015258789,0.238999992609024,0.273701,344.34782608695656,346.29801527992134
8.137904741666667,-28.82233076388889,6597541,8.137847,-28.822251,53.0,50.0,90.0,53,50,003233.07-284920.0,57108.8409,2,0.6209999918937683,9.239999771118164,1.9800000190734863,1.4299999475479126,13.460000038146973,74.98999786376953,,,,,,,,,,,,,18.027999877929688,0.0340000018477439,17.8799991607666,0.2090000063180923,17.430999755859375,0.0299999993294477,17.398000717163086,0.1270000040531158,17.135000228881836,0.0270000007003545,16.81999969482422,0.1150000020861625,0.340033,683.4782608695652,687.5798374450007
8.399676735375,-3.758753504638889,8337313,8.399564,-3.758698,36.0,36.0,90.0,36,36,003335.89-034531.3,56868.7622,0,0.395000010728836,7.920000076293945,0.8500000238418579,0.6000000238418579,29.39999961853028,24.309999465942383,,,,,,,,,,,,,,,,,,,,,18.63599967956543,0.0439999997615814,18.895999908447266,0.3120000064373016,0.451587,344.34782608695656,345.2048687444124
