Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
0,J0000+0248,2357+025,+02:48:14.6906085,00:00:19.28244683,2.804080724583333,0.0803435284583333,2.0,1.42e-05,0.0004616,5.9166666666666654e-08,1.2822222222222222e-07,1.4118517861718297e-07,-0.2387,0.4651,3.0,2015.0,98.561,-57.629,,,a,,,,20.8,R,V ,"PMN J0000+0248
",J0000+0248,8,-105,5,,1.8,4.014084507042253,6.411932191600021
1,J0000+0307,2357+028,+03:07:15.6463606,00:00:27.02251377,3.1210128779444446,0.1125938073749999,5.0,5.931e-05,0.0003421,2.47125e-07,9.50277777777778e-08,2.644239296225715e-07,-0.0119,0.8883,1.0,2015.0,98.833,-57.346,NED (fiducial),2.3531,,2.3533,,2.3519,19.3,R,AQ,"ICRF J000027.0+030715 S/X; NVSS J000027+030716; GALEXASC J000026.97+030716.3
",J0000+0307,"5,8",92,4,,2.1,0.0,4.0
4,J0000-3221,2357-326,-32:21:01.2337415,00:00:20.39997606,-32.350342705972224,0.08499990025,4.0,8.04e-06,0.0002624,3.35e-08,7.288888888888888e-08,7.819021828731385e-08,-0.0602,0.2625,1.0,2015.0,4.638,-77.752,NED (fiducial),1.275,,1.275,,,18.2,R,AQ,"ICRF J000020.3-322101 S/X; PMN J0000-3221
",J0000-3221,"2,8",-85,3,,4.3,4.014084507042253,5.011274731011726
5,J0001+0701,,+07:01:23.553,00:01:43.4676,7.023209166666667,0.4311149999999999,,,,,,,,,,,,,,,,,,,,,,,J0001+0701,5,-147,5,,4.4,7.447183098591549,8.969979715916175
6,J0001+1456,2358+146,+14:56:08.0804900,00:01:32.83084500,14.935577913888888,0.3867951874999999,25.0,3.933e-05,0.00125,1.63875e-07,3.472222222222223e-07,3.816207678644846e-07,0.016,1.25,39.0,2015.0,105.375,-46.228,NED (fiducial),0.3988,,0.3988,,0.3988,18.5,R,AQ,"87GB 235900.4+143923
",J0001+1456,5,-74,5,,1.4,4.014084507042253,6.411932191600021
7,J0001+1914,2358+189,+19:14:33.8017136,00:01:08.62156616,19.242722698222224,0.2859231923333333,12.0,2.6e-06,4.72e-05,1.0833333333333333e-08,1.3111111111111112e-08,1.6628738662418433e-08,-0.0314,0.0472,1.0,2015.0,106.862,-42.054,NED (fiducial),3.1,,3.1,,,20.5,R,AQ,"ICRF J000108.6+191433 S/X; CGRaBS J0001+1914
",J0001+1914,"2,5,8",44,4,,1.6,0.0,4.0
8,J0001+2113,2358+209,+21:13:36.2750500,00:01:32.37050700,21.22674306944444,0.3848771124999999,23.0,2.8e-05,0.0006,1.1666666666666665e-07,1.6666666666666665e-07,1.990091608797943e-07,-0.425,0.6327,39.0,2015.0,107.656,-40.16,NED (fiducial),1.106,,0.439,,0.439,18.6,R,AQ,"NVSS J000132+211336
",J0001+2113,"5,8",-43,4,,2.8,4.014084507042253,5.666822251463041
9,J0001+2358,2358+236,+23:58:10.7102900,00:01:14.86452500,23.96964174722222,0.3119355208333333,15.0,5.267e-05,0.00125,2.194583333333333e-07,3.472222222222223e-07,4.009694844248079e-07,0.073,1.2517,39.0,2015.0,108.444,-37.486,NED (fiducial),,a,,,,19.2,G,G ,"87GB 235840.4+234113
",J0001+2358,"5,8",34,4,,2.3,21.285211267605632,21.65779810383793
13,J0001-0020,2358-006,-00:20:11.5664500,00:01:11.19621500,-0.3365462361111111,0.2966508958333332,14.0,4.667e-05,0.00171,1.944583333333333e-07,4.75e-07,5.13261861779966e-07,-0.276,1.7228,39.0,2015.0,96.619,-60.615,NED (fiducial),0.5174,,0.5173,,0.5178,17.9,R,AQ,"FIRST J000111.1-002011
",J0001-0020,5,-180,5,,3.4,0.0,5.0
14,J0001-0656,2358-072,-06:56:24.9302200,00:01:25.58704600,-6.940258394444444,0.3566126916666666,21.0,2.933e-05,0.00099,1.2220833333333332e-07,2.75e-07,3.005691492032963e-07,-0.543,1.0221,39.0,2015.0,90.203,-66.58,LITERATURE,,a,,,,18.7,R,V ,"AT20G J000125-065624; GALEXASC J000125.57-065625.5;; z from milliquas (http://quasars.org/milliquas.htm)
",J0001-0656,8,-36,5,,1.4,0.0,5.0
15,J0001-0746,2358-080,-07:46:26.9219154,00:01:18.02492109,-7.7741449765,0.3251038378749999,16.0,8.92e-06,0.0002011,3.716666666666666e-08,5.5861111111111134e-08,6.690701985689583e-08,-0.0735,0.2015,3.0,2015.0,89.085,-67.29,,,,,,,16.3,R,AL,"AT20G J000118-074626
",J0001-0746,"2,8",-99,3,,3.2,4.014084507042253,5.011274731011726
16,J0001-1326,2358-137,-13:26:33.1436800,00:01:26.05027200,-13.442539911111112,0.3585428,22.0,0.000256,0.00817,1.0666666666666665e-06,2.2694444444444446e-06,2.495329174380552e-06,-0.634,8.5486,39.0,2015.0,79.972,-72.006,,,,,,,    , ,I ,"PKS 2358-13
",J0001-1326,5,-7,5,,18.1,21.285211267605632,21.86458823546892
18,J0002+1605,,+16:05:44.614,00:02:40.1939,16.09572611111111,0.6674745833333332,,,,,,,,,,,,,,,,,,,,,,,J0002+1605,8,169,5,,2.2,4.225352112676056,6.546266147667387
19,J0002+3032,0000+302,+30:32:41.5973700,00:02:49.25087200,30.544888158333336,0.7052119666666665,34.0,4e-05,0.00108,1.6666666666666665e-07,3e-07,3.325707650420689e-07,-0.0,1.08,39.0,2015.0,110.697,-31.169,NED (fiducial),2.3924,,2.392,,2.3926,18.4,R,AQ,"NVSS J000249+303241
",J0002+3032,8,-56,5,,34.0,4.014084507042253,6.411932191600021
22,J0002-0024,0000-006,-00:24:47.2754723,00:02:57.17531916,-0.4131320756388889,0.7382304964999999,37.0,1.58e-05,0.000575,6.583333333333333e-08,1.597222222222222e-07,1.727570279918291e-07,-0.4352,0.5856,3.0,2015.0,97.39,-60.858,NED (fiducial),0.5221,,0.5223,,0.522,19.7,R,AL,"PKS 0000-006; 2MASS J00025710-0024467; SDSS J000257.17-002447.2
",J0002-0024,5,101,5,,3.4,0.0,5.0
25,J0003+0214,0000+019,+02:14:57.4835714,00:03:14.96285112,2.249300992055556,0.812345213,42.0,1.47e-05,0.0005531,6.125e-08,1.536388888888889e-07,1.6538044582679245e-07,-0.608,0.5707,3.0,2015.0,99.47,-58.41,LITERATURE,,a,,,,19.3,R,V ,"NVSS J000315+021457; 2XMM J000314.9+021458;; z from milliquas (http://quasars.org/milliquas.htm)
",J0003+0214,"5,8",-20,4,,3.0,21.285211267605632,21.65779810383793
26,J0003+0717,,+07:17:13.863,00:03:23.2414,7.287184166666666,0.8468391666666666,,,,,,,,,,,,,,,,,,,,,,,J0003+0717,8,-78,5,,3.2,4.014084507042253,6.411932191600021
27,J0003+0841,,+08:41:38.186,00:03:59.2301,8.693940555555557,0.9967920833333334,,,,,,,,,,,,,,,,,,,,,,,J0003+0841,8,1,5,,1.6,21.285211267605632,21.86458823546892
28,J0003+1605,,+16:05:47.961,00:03:46.0957,16.096655833333333,0.9420654166666664,,,,,,,,,,,,,,,,,,,,,,,J0003+1605,5,160,5,,3.4,4.225352112676056,6.546266147667387
29,J0003+1837,0000+183,+18:37:59.0094600,00:03:01.16033100,18.633058183333333,0.7548347124999999,38.0,3.067e-05,0.00121,1.277916666666667e-07,3.361111111111111e-07,3.572594050844492e-07,-0.138,1.2117,39.0,2015.0,107.23,-42.758,LITERATURE,,a,,,,18.3,R,V ,"NVSS J000301+183759; GALEXASC J000301.12+183759.8;; z from milliquas (http://quasars.org/milliquas.htm)
",J0003+1837,"5,8",1,4,,3.4,21.285211267605632,21.65779810383793
30,J0003+2129,0000+212,+21:29:44.5083164,00:03:19.35000596,21.49569675455556,0.8306250248333333,45.0,6.6e-06,0.0001735,2.75e-08,4.819444444444445e-08,5.45656606967804e-08,-0.1114,0.1739,1.0,2015.0,108.269,-40.002,NED (fiducial),0.45,,0.45,,,19.6,R,A2,"ICRF J000319.3+212944 S/X; CGRaBS J0003+2129; GALEXMSC J000319.43+212946.0
",J0003+2129,"2,5,8,15",-73,3,,3.3,4.014084507042253,5.011274731011726
31,J0003+2459,,+24:59:38.378,00:03:16.3122,24.99399388888889,0.8179675,,,,,,,,,,,,,,,,,,,,,,,J0003+2459,"5,8",57,4,,1.6,0.0,4.0
32,J0003+3241,0001+324,+32:41:57.5968300,00:03:56.33863200,32.699332452777774,0.9847443,54.0,4.133e-05,0.0011,1.7220833333333337e-07,3.055555555555556e-07,3.381788254172143e-07,-0.012,1.1,39.0,2015.0,111.5,-29.116,NED (fiducial),0.5333,,,,0.5333,20.6,r,V ,"NVSS J000356+324157
",J0003+3241,"5,8",-5,4,,6.8,21.285211267605632,21.65779810383793
35,J0003-0626,0000-067,-06:26:59.5883000,00:03:01.83168800,-6.449885638888889,0.7576320333333333,39.0,3.733e-05,0.00115,1.5554166666666666e-07,3.194444444444444e-07,3.54869934019358e-07,-0.523,1.1929,39.0,2015.0,91.663,-66.337,LITERATURE,,a,,,,18.2,R,V ,"PMN J0003-0626; GALEXASC J000301.84-062659.4;; z from milliquas (http://quasars.org/milliquas.htm)
",J0003-0626,"5,8",84,4,,3.8,0.0,4.0
40,J0004+2019,0002+200,+20:19:42.3177240,00:04:35.75828557,20.32842159,1.1489928565416665,66.0,6.38e-06,0.0001418,2.6583333333333333e-08,3.9388888888888895e-08,4.661407098358826e-08,-0.0807,0.1421,1.0,2015.0,108.278,-41.207,NED (fiducial),0.677,,0.677,,,20.2,R,AL,"ICRF J000435.7+201942 S/X; CGRaBS J0004+2019
",J0004+2019,"8,15",75,3,,0.9,0.0,3.0
41,J0004+2637,0001+263,+26:37:52.4007300,00:04:23.77644100,26.631222425,1.0990685041666666,63.0,0.000156,0.00219,6.499999999999999e-07,6.083333333333334e-07,8.412364402436702e-07,-0.121,2.2757,39.0,2015.0,110.071,-35.063,,,a,,,,20.5,R,V ,"NVSS J000423+263752
",J0004+2637,5,124,5,,3.7,4.225352112676056,6.546266147667387
42,J0004+2946,0002+294,+29:46:15.7874200,00:04:34.63969600,29.77105206111111,1.1443320666666663,64.0,7.333e-05,0.00199,3.055416666666667e-07,5.527777777777778e-07,6.131087727474633e-07,0.335,2.0218,39.0,2015.0,110.936,-32.007,NED (fiducial),0.0512,a,0.0512,,,15.5,r,G ,"NVSS J000434+294614
",J0004+2946,5,-100,5,,5.2,4.014084507042253,6.411932191600021
45,J0004-1148,0001-120,-11:48:58.3862126,00:04:04.91500103,-11.81621839238889,1.0204791709583332,57.0,4.96e-06,0.0001484,2.0666666666666663e-08,4.122222222222223e-08,4.59181127526955e-08,-0.0974,0.1486,1.0,2015.0,84.665,-71.08,LITERATURE,,c,,,,19.1,R,AL,"ICRF J000404.9-114858 S/X; CGRaBS J0004-1148;; z from 2010ApJ...712...14M which give imaging redshift z>0.86
",J0004-1148,"2,8",91,3,,2.6,0.0,3.0
46,J0005+0524,0002+051,+05:24:10.8035908,00:05:20.21551014,5.403000997444445,1.3342312922499997,73.0,1.101e-05,0.0003145,4.5875e-08,8.736111111111111e-08,9.857900547415985e-08,-0.059,0.3147,1.0,2015.0,102.311,-55.612,NED (fiducial),1.887,,1.887,,,16.3,R,AL,"ICRF J000520.2+052410 S/X; UM 018
",J0005+0524,"2,8",104,3,,2.5,0.0,3.0
47,J0005+1609,0003+158,+16:09:49.0216064,00:05:59.23777652,16.163617112888886,1.496824068833333,80.0,8.31e-06,0.0002043,3.4624999999999994e-08,5.675e-08,6.577646801616918e-08,-0.1831,0.206,1.0,2015.0,107.318,-45.326,NED (fiducial),0.4509,,0.45,,,16.3,R,A1,"ICRF J000559.2+160949 S/X; 87GB 000325.3+155311
",J0005+1609,"2,8",116,3,,1.6,4.225352112676056,5.182045973946585
51,J0005-0530,0003-057,-05:30:09.2942400,00:05:42.07111800,-5.502581733333333,1.4252963249999997,78.0,4.267e-05,0.00167,1.777916666666667e-07,4.638888888888889e-07,4.964998740169656e-07,-0.568,1.7127,39.0,2015.0,94.172,-65.787,LITERATURE,,a,,,,19.2,R,V ,"PMN J0005-0530; WISEA J000542.06-053009.3;; z from milliquas (http://quasars.org/milliquas.htm)
",J0005-0530,5,-27,5,,6.3,21.285211267605632,21.86458823546892
53,J0005-3445,0002-350,-34:45:49.6561390,00:05:05.92509852,-34.763793371944445,1.2746879104999995,70.0,1.603e-05,0.0005179,6.679166666666665e-08,1.438611111111111e-07,1.5396992032594497e-07,0.1211,0.5185,1.0,2015.0,352.512,-77.485,,,,,,,21.9,g,V ,"ICRF J000505.9-344549 S/X; PMN J0005-3446; 2XMM J000506.0-344548
",J0005-3445,"2,8",36,3,,3.1,0.0,3.0
54,J0006+0548,0003+055,+05:48:52.6416900,00:06:32.62968700,5.814622691666666,1.6359570291666667,91.0,2.6e-05,0.00077,1.0833333333333332e-07,2.138888888888889e-07,2.39508061053354e-07,-0.414,0.7907,39.0,2015.0,103.039,-55.314,,1.08,,1.08,,,19.2,R,AQ,"GALEX 2675958427274973097
",J0006+0548,8,-121,5,,1.8,7.447183098591549,8.969979715916175
55,J0006+1235,0003+123,+12:35:53.0980924,00:06:23.05610003,12.598082803444443,1.5960670834583333,90.0,7.26e-06,0.0001948,3.025e-08,5.411111111111112e-08,6.164043546365999e-08,-0.0804,0.1951,1.0,2015.0,106.112,-48.797,NED (fiducial),0.98,,0.98,,,16.6,R,AQ,"ICRF J000623.0+123553 S/X; NVSS J000623+123553
",J0006+1235,"2,8",77,11,,3.2,0.0,11.0
56,J0006+1415,0004+139,+14:15:46.7714000,00:06:57.53125700,14.262992055555555,1.7397135708333331,95.0,2.933e-05,0.00073,1.2220833333333332e-07,2.027777777777778e-07,2.348343278986833e-07,0.196,0.737,39.0,2015.0,106.956,-47.224,NED (fiducial),3.25,,3.2,,,18.9,R,AQ,"TXS 0004+139
",J0006+1415,"5,8",150,4,,3.6,4.225352112676056,5.818384696468256
57,J0006+1728,0004+171,+17:28:13.7660400,00:06:47.36150200,17.470490566666665,1.6973395916666665,92.0,3.333e-05,0.00092,1.38875e-07,2.555555555555556e-07,2.878483280575568e-07,0.15,0.9238,39.0,2015.0,108.03,-44.106,NED (fiducial),2.898,,2.89,,,17.9,R,AQ,"87GB 000412.0+171130
",J0006+1728,"5,8",-75,4,,5.2,4.014084507042253,5.666822251463041
58,J0006+2422,0004+240,+24:22:36.3922391,00:06:48.78940501,24.37677562197222,1.7032891875416667,93.0,5.9e-06,0.0001486,2.4583333333333332e-08,4.1277777777777786e-08,4.6960042719979857e-08,-0.0694,0.1487,1.0,2015.0,110.118,-37.382,NED (fiducial),1.68,,1.6899,,1.6899,19.1,R,AQ,"ICRF J000648.7+242236 S/X; GALEX 2672580727554444064
",J0006+2422,8,31,1,,2.2,21.285211267605632,21.30868880777524
61,J0006-0623,0003-066,-06:23:35.3353584,00:06:13.89288482,-6.393148710666667,1.5578870200833332,87.0,2.05e-06,3.14e-05,8.541666666666665e-09,8.722222222222222e-09,1.2170974052142862e-08,-0.0235,0.0315,1.0,2015.0,93.505,-66.647,NED (fiducial),0.3467,,0.3467,,,17.1,R,AL,"ICRF J000613.8-062335 S/X; PKS 0003-066
",J0006-0623,"8,15,86",-3,3,,0.9,21.285211267605632,21.495586028452585
62,J0006-2955,0003-302,-29:55:50.0971757,00:06:01.12334887,-29.93058254880556,1.5046806202916665,81.0,1.728e-05,0.0005524,7.2e-08,1.5344444444444446e-07,1.656461077230343e-07,0.3906,0.5604,1.0,2015.0,14.573,-79.643,NED (fiducial),0.68,,0.68,,,17.4,R,AQ,"ICRF J000601.1-295550 S/X; AT20G J000601-295549
",J0006-2955,8,-134,5,,0.9,7.447183098591549,8.969979715916175
64,J0007+1027,0005+101,+10:27:44.2997087,00:07:55.67835113,10.462305474638889,1.9819931297083333,99.0,2.696e-05,0.0008104,1.1233333333333333e-07,2.251111111111111e-07,2.50754248634478e-07,-0.2763,0.8199,3.0,2015.0,105.798,-50.956,LITERATURE,2.022,,,,,20.9,R,V ,"87GB 000523.1+101039;; z from milliquas (http://quasars.org/milliquas.htm)
",J0007+1027,5,15,5,,6.9,21.285211267605632,21.86458823546892
65,J0007+1745,,+17:45:34.568,00:07:18.8739,17.759602222222224,1.82864125,,,,,,,,,,,,,,,,,,,,,,,J0007+1745,8,-25,5,,1.2,21.285211267605632,21.86458823546892
69,J0008+1144,0005+114,+11:44:00.7748326,00:08:00.83826352,11.73354856461111,2.0034927646666665,101.0,1.124e-05,0.000265,4.6833333333333336e-08,7.361111111111111e-08,8.672513560770236e-08,-0.179,0.2676,1.0,2015.0,106.354,-49.735,LITERATURE,,a,,,,21.6,R,V ,"ICRF J000800.8+114400 S/X; 87GB 000526.5+112658;; z from milliquas (http://quasars.org/milliquas.htm)
",J0008+1144,2,112,4,,3.6,4.225352112676056,5.818384696468256
70,J0008+1456,,+14:56:35.791,00:08:25.3998,14.943275277777778,2.1058325,,,,,,,,,,,,,,,,,,,,,,,J0008+1456,8,20,5,,2.1,21.285211267605632,21.86458823546892
72,J0008-1329,0005-137,-13:29:30.5732700,00:08:28.01699300,-13.491825908333333,2.1167374708333333,106.0,2.933e-05,0.00094,1.2220833333333332e-07,2.611111111111112e-07,2.868814285674537e-07,0.01,0.94,39.0,2015.0,84.447,-73.067,,,,,,,    , ,R ,"PMN J0008-1329
",J0008-1329,"5,8",26,4,,2.7,21.285211267605632,21.65779810383793
73,J0008-2339,,-23:39:18.150,00:08:00.3696,-23.655041666666666,2.00154,,,,,,,,,,,,,,1.412,,1.41,,,,,,,J0008-2339,8,151,2,,3.5,4.225352112676056,4.674783468364712
74,J0008-233A,,-23:39:28.008,00:08:35.3997,-23.65778,2.14749875,,,,,,,,,,,,,,0.147,,0.147,,,,,,,J0008-233A,8,-127,5,,38.7,7.447183098591549,8.969979715916175
76,J0008-3601,0006-363,-36:01:25.0334239,00:08:33.66116426,-36.02362039552778,2.140254851083333,108.0,4.035e-05,0.0017253,1.68125e-07,4.7925e-07,4.98166464129525e-07,0.6183,1.753,1.0,2015.0,345.976,-77.268,,,,,,,    , ,I ,"ICRF J000833.6-360125 S/X; PKS 0006-362
",J0008-3601,"2,8",-178,3,,6.7,7.447183098591549,8.028731911326197
77,J0009+0157,0007+016,+01:57:55.1493283,00:09:58.65762794,1.9653192578611112,2.494406783083333,124.0,9.413e-05,0.0017967,3.922083333333333e-07,4.990833333333333e-07,6.346106139322664e-07,-0.0081,1.7968,1.0,2015.0,102.348,-59.239,NED (fiducial),2.9753,,2.9755,,2.9751,18.9,R,AQ,"ICRF J000958.6+015755 S/X; PKS 0007+016
",J0009+0157,"2,8",78,3,,5.1,0.0,3.0
78,J0009+0507,,+05:07:25.018,00:09:24.1697,5.123616111111111,2.350707083333333,,,,,,,,,,,,,,,,,,,,,,,J0009+0507,8,162,5,,1.4,4.225352112676056,6.546266147667387
79,J0009+0625,0006+06A,+06:25:54.7491390,00:09:17.05514974,6.431874760833334,2.3210631239166664,115.0,1.962e-05,0.0005786,8.174999999999997e-08,1.607222222222222e-07,1.800856193340182e-07,-0.291,0.5866,3.0,2015.0,104.495,-54.924,NED (fiducial),2.6943,,2.692,,,19.0,R,AQ,"SDSS J000917.05+062554.7; 87GB 000643.3+060902
",J0009+0625,8,-87,5,,1.1,4.014084507042253,6.411932191600021
80,J0009+0628,0006+061,+06:28:21.2402274,00:09:03.93184213,6.472566729833334,2.2663826755416663,112.0,7.03e-06,0.0001949,2.9291666666666666e-08,5.413888888888889e-08,6.146639718334315e-08,0.0741,0.1951,1.0,2015.0,104.425,-54.869,NED (fiducial),1.5626,,1.5626,,,19.1,R,AL,"ICRF J000903.9+062821 S/X; JVAS J0009+0628
",J0009+0628,"8,15",60,3,,0.7,0.0,3.0
81,J0009+1513,0007+149,+15:13:37.9048600,00:09:43.46880600,15.227195794444444,2.431120025,121.0,3.133e-05,0.00095,1.3054166666666666e-07,2.638888888888889e-07,2.924088147910048e-07,0.048,0.9503,39.0,2015.0,108.247,-46.452,NED (fiducial),2.2387,,2.24,,2.2389,19.6,R,AQ,"87GB 000708.2+145716
",J0009+1513,"5,8",-92,4,,1.1,4.014084507042253,5.666822251463041
82,J0009+1742,0007+174,+17:42:08.4831200,00:09:51.64227800,17.70235642222222,2.465176158333333,123.0,0.00010733,0.00281,4.472083333333333e-07,7.805555555555556e-07,8.892528989680073e-07,-0.205,2.8343,39.0,2015.0,109.096,-44.05,LITERATURE,,a,,,,20.2,R,V ,"NVSS J000951+174207;; z from milliquas (http://quasars.org/milliquas.htm)
",J0009+1742,5,163,5,,15.4,4.225352112676056,6.546266147667387
83,J0009+1803,0007+177,+18:03:43.0122700,00:09:34.86064100,18.061947852777777,2.395252670833333,117.0,3e-05,0.00089,1.25e-07,2.472222222222222e-07,2.743024385926573e-07,0.049,0.8903,39.0,2015.0,109.118,-43.684,NED (fiducial),0.3101,,0.3097,,0.3097,16.3,R,AQ,"87GB 000700.9+174702
",J0009+1803,8,112,5,,4.1,4.225352112676056,6.546266147667387
87,J0009-2056,0006-212,-20:56:32.3405100,00:09:05.98959500,-20.94231680833333,2.274956645833333,114.0,0.00025133,0.01068,1.0472083333333333e-06,2.966666666666667e-06,3.123724512417061e-06,-0.321,10.746,39.0,2015.0,63.297,-78.532,NED (fiducial),0.91,,0.91,,,22.5, ,G ,"PKS J0009-2056
",J0009-2056,8,-160,5,,49.6,7.447183098591549,8.969979715916175
88,J0009-3216,0007-325,-32:16:36.9293933,00:09:35.55775453,-32.27692483147222,2.3981573105416665,118.0,1.535e-05,0.0004072,6.395833333333335e-08,1.131111111111111e-07,1.253724901497598e-07,-0.5863,0.4253,1.0,2015.0,0.872,-79.564,NED (fiducial),0.0256,,0.0256,,,12.0,R,G ,"ICRF J000935.5-321636 S/X; AT20G J000935-321637
",J0009-3216,"2,8",142,4,,3.6,4.225352112676056,5.818384696468256
89,J0010+1058,0007+106,+10:58:29.5042981,00:10:31.00590413,10.974862305027775,2.6291912672083333,131.0,2.45e-06,3.85e-05,1.0208333333333332e-08,1.0694444444444445e-08,1.4656201154938556e-08,-0.0921,0.0394,1.0,2015.0,106.979,-50.625,NED (fiducial),0.0872,,0.0872,,,14.7,R,A1,"ICRF J001031.0+105829 S/X DEF; MRK 1501
",J0010+1058,"5,8,15,24,86",-115,10,,2.0,7.447183098591549,12.46838145486204
90,J0010+1724,0007+171,+17:24:18.7612955,00:10:33.99062310,17.405211470972223,2.64162759625,132.0,4.18e-06,7.14e-05,1.7416666666666664e-08,1.9833333333333332e-08,2.5875844256123112e-08,-0.0909,0.0721,1.0,2015.0,109.233,-44.377,NED (fiducial),1.601,,1.6,,,16.7,R,AQ,"ICRF J001033.9+172418 S/X; JVAS J0010+1724
",J0010+1724,"2,8",91,88,,2.2,0.0,88.0
91,J0010+2047,0007+205,+20:47:49.7884182,00:10:28.74304373,20.7971634495,2.6197626822083326,129.0,9.5e-06,0.0002454,3.9583333333333334e-08,6.816666666666666e-08,7.756291746058472e-08,-0.1885,0.2472,1.0,2015.0,110.2,-41.06,NED (fiducial),0.5978,,0.5978,,0.5978,18.4,R,AQ,"ICRF J001028.7+204749 S/X; CGRaBS J0010+2047; GALEXASC J001028.75+204750.5
",J0010+2047,"2,8",111,3,,4.2,4.225352112676056,5.182045973946585
92,J0010+2619,0008+260,+26:19:17.7394900,00:10:36.21521800,26.32159430277778,2.6508967416666662,135.0,3.267e-05,0.00077,1.3612499999999998e-07,2.138888888888889e-07,2.462422727007105e-07,0.081,0.7712,39.0,2015.0,111.658,-35.655,,,,,,,    , ,I ,"NVSS J001036+261918
",J0010+2619,"5,8",-112,4,,5.8,7.447183098591549,8.453433391465719
93,J0010+2838,,+28:38:11.744,00:10:11.0635,28.636595555555555,2.546097916666666,,,,,,,,,,,,,,,,,,,,,,,J0010+2838,8,-39,5,,1.0,4.014084507042253,6.411932191600021
95,J0010-0020,0008-006,-00:20:06.6203700,00:10:52.50029800,-0.335172325,2.7187512416666664,139.0,9.333e-05,0.00342,3.88875e-07,9.5e-07,1.026507959382339e-06,-0.227,3.4375,39.0,2015.0,101.286,-61.49,,,,,,,24.0, ,V ,"NVSS J001052-002007
",J0010-0020,5,2,5,,6.5,21.285211267605632,21.86458823546892
96,J0010-0433,0007-048,-04:33:48.5065726,00:10:00.38867575,-4.563474047944444,2.5016194822916664,126.0,1.02e-05,0.0002788,4.25e-08,7.744444444444447e-08,8.827489898140366e-08,0.1965,0.281,1.0,2015.0,97.465,-65.366,LITERATURE,,a,,,,19.4,R,AQ,"ICRF J001000.3-043348 S/X; AT20G J001000-043348; GALEXASC J001000.38-043347.9;; z from milliquas (http://quasars.org/milliquas.htm)
",J0010-0433,8,-26,16,,2.4,21.285211267605632,26.628184667877864
97,J0010-0740,0008-079,-07:40:12.0469500,00:10:50.60166100,-7.670013041666666,2.710840254166666,137.0,6.733e-05,0.00271,2.805416666666666e-07,7.527777777777778e-07,8.024811625773979e-07,0.036,2.7103,39.0,2015.0,94.759,-68.293,,,,,,,    , ,I ,"PMN J0010-0739
",J0010-0740,5,-95,5,,12.9,4.014084507042253,6.411932191600021
98,J0010-2157,0008-222,-21:57:04.2202801,00:10:53.64998649,-21.95117230002778,2.723541610375,141.0,5.94e-06,0.0001971,2.475e-08,5.475e-08,5.936772148528302e-08,-0.0105,0.1971,1.0,2015.0,60.062,-79.432,,,,,,,19.7,R,AQ,"ICRF J001053.6-215704 S/X; PKS 0008-222
",J0010-2157,"2,8",-50,4,,2.9,4.014084507042253,5.666822251463041
99,J0010-2945,0008-300,-29:45:13.1779128,00:10:45.17736344,-29.75366053133333,2.688239014333333,136.0,1.361e-05,0.0006079,5.6708333333333337e-08,1.688611111111111e-07,1.7589171436330068e-07,-0.0561,0.608,1.0,2015.0,14.187,-80.683,NED (fiducial),2.3439,,2.3439,,,18.5,R,AQ,"ICRF J001045.1-294513 S/X; NVSS J001045-294512
",J0010-2945,8,176,5,,1.8,4.225352112676056,6.546266147667387
100,J0010-3027,0008-307,-30:27:47.4189021,00:10:35.74220770,-30.46317191725,2.6489258654166665,134.0,8.96e-06,0.0002712,3.733333333333333e-08,7.533333333333333e-08,8.191850653423175e-08,0.1617,0.272,1.0,2015.0,10.078,-80.456,NED (fiducial),1.19,,1.189,,,19.1,R,AQ,"ICRF J001035.7-302747 S/X; PKS 0008-307
",J0010-3027,"2,8",-126,3,,4.5,7.447183098591549,8.028731911326197
101,J0010-3054,0008-311,-30:54:15.3001644,00:10:34.90971952,-30.904250045666664,2.645457164666666,133.0,1.897e-05,0.0006166,7.904166666666667e-08,1.712777777777778e-07,1.842162094090304e-07,-0.0844,0.617,1.0,2015.0,7.59,-80.308,NED (fiducial),0.9989,,0.99,,,18.2,R,AQ,"ICRF J001034.9-305415 S/X; 2QZ J001034.9-305416; GALEXASC J001034.90-305415.3
",J0010-3054,8,-115,5,,1.0,7.447183098591549,8.969979715916175
