Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
4772,J1143+2206,1140+223,+22:06:54.2399700,11:43:24.91906900,22.115066658333333,175.85382945416666,7628.0,0.000296,0.00647,1.233333333333333e-06,1.7972222222222223e-06,2.1296794779265127e-06,-0.513,6.9196,39.0,2015.0,227.202,73.765,NED (fiducial),0.824,,0.366,,,20.7,R,AQ,"3C 263.1
",J1143+2206,5,139,5,,24.4,4.225352112676056,6.546266147667387
4773,J1143+2315,1141+235,+23:15:02.4460000,11:43:37.89721200,23.250679444444444,175.90790504999998,7631.0,3.4e-05,0.00056,1.4166666666666665e-07,1.5555555555555556e-07,2.0282881305906308e-07,0.227,0.5852,23.0,2008.18,223.385,74.193,NED (fiducial),0.8371,,0.8371,,0.8371,17.0,R,AQ,"87GB 114103.8+233152
",J1143+2315,8,-137,5,,2.4,7.447183098591549,8.969979715916175
4774,J1143+4623,1140+466,+46:23:26.5114200,11:43:12.12644400,46.39069761666666,175.80052684999998,7627.0,4.333e-05,0.00048,1.8054166666666666e-07,1.3333333333333336e-07,1.824406040183861e-07,-0.225,0.516,23.0,2006.31,153.415,66.493,NED (fiducial),1.3218,,1.3214,,1.3213,18.1,R,AQ,"B3 1140+466
",J1143+4623,5,-28,5,,1.4,21.285211267605632,21.86458823546892
4775,J1143+6122,1140+616,+61:22:10.7667000,11:43:12.09915400,61.36965741666667,175.80041314166667,7626.0,6.267e-05,0.00048,2.611249999999999e-07,1.3333333333333336e-07,1.8284622992759402e-07,-0.035,0.482,23.0,2006.31,136.731,53.892,NED (fiducial),-0.0026,,0.049,,1.3251,16.6,R,AL,"SDSS J114312.08+612210.8
",J1143+6122,"5,8",21,4,,2.6,21.285211267605632,21.65779810383793
4776,J1143+6633,1140+668,+66:33:31.2299309,11:43:41.60337952,66.55867498080555,175.9233474146667,7633.0,2.993e-05,0.0001698,1.2470833333333332e-07,4.7166666666666666e-08,6.845337957054928e-08,0.1831,0.1901,1.0,2015.0,133.148,49.204,NED (fiducial),2.3322,,2.328,,2.332,19.2,R,AQ,"ICRF J114341.6+663331 S/X; 87GB 114058.4+665015
",J1143+6633,"2,8",-149,3,,2.9,7.447183098591549,8.028731911326197
4777,J1144+0054,1141+011,+00:54:36.3361900,11:44:08.71379962,0.9100933861111112,176.03630749841665,7635.0,8.46e-06,0.0002585,3.5249999999999995e-08,7.180555555555557e-08,7.99892919690026e-08,-0.0988,0.2589,1.0,2015.0,268.509,59.208,NED (fiducial),0.2956,,0.2955,,0.2956,19.4,V,G ,"ICRF J114408.7+005436 S/X; PKS 1141+011
",J1144+0054,"2,8",-57,3,,6.3,4.014084507042253,5.011274731011726
4778,J1144+1231,,+12:31:55.001,11:44:01.0096,12.531944722222224,176.00420666666662,,,,,,,,,,,,,,,,,,,,,,,J1144+1231,8,-57,5,,1.1,4.014084507042253,6.411932191600021
4779,J1144+2910,1142+294,+29:10:05.7259500,11:44:49.91934500,29.168257208333333,176.2079972708333,7636.0,0.000438,0.00538,1.825e-06,1.4944444444444444e-06,2.1846848890430853e-06,0.198,6.1117,39.0,2015.0,201.127,75.19,,,,,,,    , ,I ,"NVSS J114449+291006
",J1144+2910,5,80,5,,9.9,0.0,5.0
4780,J1144+3315,1142+335,+33:15:00.2190300,11:44:54.01493000,33.25006084166667,176.22506220833333,7638.0,3.2e-05,0.00058,1.333333333333333e-07,1.611111111111111e-07,1.9593391199152725e-07,0.497,0.6276,39.0,2015.0,185.814,74.397,NED (fiducial),0.5713,,0.5714,,0.5713,18.3,R,AL,"SDSS J114454.01+331500.1;; NED also has a name NVSS J114454+331501 and several others, which correspond to different AL object in SIMBAD
",J1144+3315,5,69,5,,1.6,0.0,5.0
4781,J1145+0455,1142+052,+04:55:26.6880160,11:45:21.31516115,4.924080004444445,176.33881317145833,7646.0,7.39e-06,0.0001924,3.079166666666666e-08,5.344444444444444e-08,6.162345177093785e-08,-0.0992,0.1929,1.0,2015.0,264.664,62.778,NED (fiducial),1.3387,,1.3387,,1.3387,18.7,R,AQ,"ICRF J114521.3+045526 S/X; 4C +05.52
",J1145+0455,"2,8",35,3,,7.9,21.285211267605632,21.495586028452585
4782,J1145+0742,1142+079,+07:42:10.9637200,11:45:17.20352900,7.703045477777778,176.32168137083332,7645.0,3.267e-05,0.00096,1.3612499999999998e-07,2.666666666666667e-07,2.98844790433488e-07,0.182,0.9654,39.0,2015.0,260.987,65.039,LITERATURE,,a,,,,18.5,R,G ,"PMN J1145+0742; SDSS J114517.20+074211.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J1145+0742,8,164,5,,2.5,4.225352112676056,6.546266147667387
4784,J1145+1310,1142+134,+13:10:15.3793316,11:45:14.95118112,13.17093870322222,176.31229658799998,7644.0,6.431e-05,0.0014513,2.679583333333333e-07,4.031388888888889e-07,4.802028466290765e-07,-0.5991,1.5858,1.0,2015.0,251.713,69.162,LITERATURE,,a,,,,19.7,R,G ,"ICRF J114514.9+131015 S/X; 87GB 114241.0+132714; SDSS J114514.95+131015.4;; z from milliquas (http://quasars.org/milliquas.htm)
",J1145+1310,"2,8",-43,3,,52.4,4.014084507042253,5.011274731011726
4785,J1145+1936,1142+198,+19:36:22.7409909,11:45:05.00904503,19.606316941916667,176.2708710209583,7640.0,6.79e-06,0.0001733,2.8291666666666664e-08,4.813888888888889e-08,5.502404890033175e-08,-0.0533,0.1734,1.0,2015.0,235.727,73.038,NED (fiducial),0.0216,,0.0216,,0.0216,12.7,R,AQ,"ICRF J114505.0+193622 S/X; NGC 3862
",J1145+1936,"2,5,8,15",23,2,,3.1,21.285211267605632,21.378966736178008
4787,J1145+4156,1142+422,+41:56:23.1078315,11:45:25.99792755,41.939752175416665,176.35832469812496,7648.0,1.455e-05,0.0002207,6.062499999999999e-08,6.130555555555555e-08,7.610519745527517e-08,-0.2377,0.2271,1.0,2015.0,161.016,69.969,NED (fiducial),0.4955,,0.4955,,0.4955,19.7,R,AQ,"ICRF J114525.9+415623 S/X; B3 1142+422
",J1145+4156,"2,8",149,3,,2.6,4.225352112676056,5.182045973946585
4788,J1145+4420,1143+446,+44:20:21.9141720,11:45:38.51859906,44.33942060333334,176.41049416274998,7652.0,1.237e-05,0.0001433,5.154166666666666e-08,3.980555555555556e-08,5.42529196226827e-08,0.0095,0.1433,1.0,2015.0,156.152,68.306,NED (fiducial),0.2997,,0.2997,,0.2997,17.4,R,AL,"ICRF J114538.5+442021 S/X; B3 1143+446A
",J1145+4420,"2,5,8",79,3,,1.2,0.0,3.0
4789,J1145+6958,1142+702,+69:58:15.8888100,11:45:07.54897700,69.97108022500001,176.2814540708333,7641.0,0.000104,0.00068,4.333333333333333e-07,1.888888888888889e-07,2.402203148044612e-07,0.69,0.7999,39.0,2015.0,131.034,46.1,,,,,,,23.0,r,V ,"NVSS J114507+695815
",J1145+6958,8,-171,5,,10.3,7.447183098591549,8.969979715916175
4790,J1145-0259,1142-027,-02:59:39.0487406,11:45:13.86889089,-2.9941802057222224,176.307787045375,7643.0,3.116e-05,0.0010297,1.298333333333333e-07,2.8602777777777774e-07,3.140423403601113e-07,0.5195,1.0624,3.0,2015.0,272.432,55.907,NED (fiducial),0.1068,,0.1068,,0.1068,16.3,r,G ,"FIRST J114513.8-025939
",J1145-0259,8,25,5,,2.9,21.285211267605632,21.86458823546892
4791,J1145-1053,,-10:53:52.229,11:45:38.9248,-10.897841388888889,176.41218666666666,,,,,,,,,,,,,,,,,,,,,,,J1145-1053,8,33,5,,3.3,21.285211267605632,21.86458823546892
4792,J1145-1528,,-15:28:57.830,11:45:33.8151,-15.482730555555555,176.39089625,,,,,,,,,,,,,,,,,,,,,,,J1145-1528,"5,8",-29,4,,3.4,21.285211267605632,21.65779810383793
4793,J1145-2250,1142-225,-22:50:31.3430333,11:45:22.04682388,-22.84203973147222,176.34186176616666,7647.0,1e-05,0.0001807,4.166666666666666e-08,5.019444444444444e-08,6.319789301101802e-08,0.3018,0.1898,1.0,2015.0,283.636,37.542,NED (fiducial),1.141,,1.141,,,20.1,R,AQ,"ICRF J114522.0-225031 S/X; PKS 1142-225
",J1145-2250,8,-113,5,,2.0,7.447183098591549,8.969979715916175
4794,J1145-3909,1142-388,-39:09:16.9558000,11:45:01.49529000,-39.15470994444444,176.25623037499997,7639.0,0.00044667,0.0038,1.861125e-06,1.0555555555555555e-06,1.7880206268390138e-06,0.339,5.4674,36.0,2012.0,289.113,21.928,LITERATURE,,,,,,18.6,R,V ,"PKS 1142-388;; z from milliquas (http://quasars.org/milliquas.htm)
",J1145-3909,8,-95,5,,3.6,4.014084507042253,6.411932191600021
4795,J1146+0458,1143+052,+04:58:19.2888315,11:46:31.74136877,4.972024675416667,176.63225570320833,7665.0,8.65e-06,0.0002544,3.6041666666666663e-08,7.066666666666666e-08,7.926551563000831e-08,-0.1513,0.2554,1.0,2015.0,265.142,62.979,NED (fiducial),0.0,,,,0.0,19.9,r,V ,"ICRF J114631.7+045819 S/X; 87GB 114358.0+051432; SDSS J114631.78+045819.4
",J1146+0458,"2,5,8",-104,3,,4.5,4.014084507042253,5.011274731011726
4796,J1146+1240,1143+129,+12:40:50.3271600,11:46:08.20481400,12.680646433333331,176.53418672499998,7656.0,1.333e-05,0.00041,5.5541666666666666e-08,1.138888888888889e-07,1.261225714790093e-07,-0.06,0.4102,39.0,2015.0,253.109,68.966,NED (fiducial),,a,,,,21.4,R,AB,"87GB 114331.9+125801
",J1146+1240,"5,8",179,4,,3.1,4.225352112676056,5.818384696468256
4797,J1146+2601,1143+262,+26:01:04.4681900,11:46:08.49425600,26.017907830555554,176.53539273333334,7657.0,0.001008,0.01065,4.2e-06,2.958333333333333e-06,4.795573443305198e-06,0.442,14.9072,39.0,2015.0,213.58,75.368,LITERATURE,,a,,,,20.2,R,G ,"NVSS J114608+260105; SDSS J114608.50+260104.6;; z from milliquas (http://quasars.org/milliquas.htm)
",J1146+2601,5,109,5,,11.8,4.225352112676056,6.546266147667387
4798,J1146+3200,1144+322,+32:00:04.0649400,11:46:36.75446300,32.00112915,176.6531435958333,7666.0,4.067e-05,0.00082,1.6945833333333332e-07,2.277777777777778e-07,2.693221704047997e-07,0.337,0.8472,39.0,2015.0,189.964,75.104,NED (fiducial),1.7575,,1.7575,,1.7575,18.5,R,AQ,"NVSS J114636+320003
",J1146+3200,5,-175,5,,9.9,7.447183098591549,8.969979715916175
4799,J1146+3958,1144+402,+39:58:34.3043988,11:46:58.29791724,39.97619566633333,176.74290798849998,7670.0,2.65e-06,3.06e-05,1.1041666666666666e-08,8.5e-09,1.1993520548226958e-08,-0.0277,0.031,1.0,2015.0,164.951,71.47,NED (fiducial),1.0879,,1.0879,,1.0887,18.0,R,AQ,"ICRF J114658.2+395834 S/X DEF; B2 1144+40
",J1146+3958,"2,5,8,15,24,43",-16,4,,0.7,21.285211267605632,21.65779810383793
4800,J1146+5356,1144+542,+53:56:43.0826910,11:46:44.20434354,53.9453007475,176.68418476475,7668.0,1.161e-05,0.0001172,4.8375e-08,3.2555555555555554e-08,4.324914221980183e-08,0.1465,0.1205,1.0,2015.0,142.48,60.659,NED (fiducial),2.2087,,2.2093,,2.2069,19.8,R,AQ,"ICRF J114644.2+535643 S/X; CGRaBS J1146+5356
",J1146+5356,"2,5,8",-173,3,,3.0,7.447183098591549,8.028731911326197
4801,J1146+5848,1143+590,+58:48:34.2634681,11:46:26.91161034,58.80951763002778,176.61213170975,7661.0,1.414e-05,0.0001154,5.8916666666666695e-08,3.205555555555556e-08,4.425544047951733e-08,0.0262,0.1158,1.0,2015.0,138.096,56.364,NED (fiducial),1.9891,,1.9891,,1.9891,19.3,R,AQ,"ICRF J114626.9+584834 S/X; 87GB 114343.7+590513; SDSS J114626.90+584834.3
",J1146+5848,"2,5,8",66,3,,3.1,0.0,3.0
4802,J1146-0323,1143-031,-03:23:50.4722787,11:46:27.58957193,-3.39735341075,176.61495654970832,7662.0,1.07e-05,0.0002304,4.4583333333333326e-08,6.399999999999999e-08,7.795314837190096e-08,-0.2785,0.2377,3.0,2015.0,273.241,55.683,,,,,,,22.5,V,V ,"PMN J1146-0323
",J1146-0323,5,-148,5,,26.6,7.447183098591549,8.969979715916175
4803,J1146-2447,1143-245,-24:47:32.8964951,11:46:08.10331974,-24.79247124863889,176.53376383224995,7655.0,4.82e-06,7.84e-05,2.0083333333333328e-08,2.1777777777777776e-08,2.8402262778516643e-08,-0.1258,0.0797,1.0,2015.0,284.606,35.745,NED (fiducial),1.94,,1.94,,,17.2,R,AQ,"ICRF J114608.1-244732 S/X DEF; PKS 1143-245
",J1146-2447,"2,5,8,15",172,2,,4.0,4.225352112676056,4.674783468364712
4804,J1146-2859,1143-287,-28:59:18.5047495,11:46:26.18859155,-28.98847354152777,176.60911913145833,7660.0,9.3e-06,0.0001679,3.875e-08,4.6638888888888884e-08,5.7654807236012864e-08,-0.0439,0.1681,1.0,2015.0,286.2,31.763,NED (fiducial),0.45,,0.45,,,18.2,R,AQ,"ICRF J114626.1-285918 S/X; PKS 1143-287
",J1146-2859,"2,8",175,3,,3.1,4.225352112676056,5.182045973946585
4805,J1146-3328,1143-332,-33:28:42.6323932,11:46:28.45176683,-33.47850899811111,176.61854902845832,7663.0,5.62e-06,0.0001464,2.3416666666666665e-08,4.0666666666666673e-08,4.511390052158828e-08,-0.0344,0.1464,1.0,2015.0,287.689,27.463,NED (fiducial),0.294,,,,,17.1,R,AL,"ICRF J114628.4-332842 S/X DEF; PKS 1143-331
",J1146-3328,"2,8",-172,6,,6.5,7.447183098591549,9.563500201492529
4806,J1147+0627,1144+067,+06:27:37.3243600,11:47:23.67815200,6.460367877777778,176.84865896666665,7678.0,3e-05,0.00097,1.25e-07,2.694444444444445e-07,2.966942850064725e-07,-0.132,0.9723,39.0,2015.0,263.676,64.335,NED (fiducial),,a,,,,18.9,R,V ,"PMN J1147+0627
",J1147+0627,"5,8",153,4,,1.1,4.225352112676056,5.818384696468256
4807,J1147+0839,1144+089,+08:39:00.5776000,11:47:05.23959600,8.650160444444445,176.77183164999997,7673.0,3.667e-05,0.00092,1.5279166666666664e-07,2.555555555555556e-07,2.9685999180259e-07,-0.071,0.9212,39.0,2015.0,260.462,66.062,NED (fiducial),1.6033,,1.604,,4.8973,17.5,R,AQ,"SDSS J114705.24+083900.5; NVSS J114705+083900
",J1147+0839,"5,8",-83,4,,1.6,4.014084507042253,5.666822251463041
4808,J1147+2635,1145+268,+26:35:42.3323813,11:47:59.76390934,26.59509232813889,176.99901628891666,7683.0,2.52e-06,3.86e-05,1.0499999999999998e-08,1.0722222222222223e-08,1.4252009909022088e-08,-0.0982,0.0391,1.0,2015.0,211.475,75.85,NED (fiducial),0.866,,0.866,,0.866,17.1,R,AQ,"ICRF J114759.7+263542 S/X; 87GB 114523.7+265236; SDSS J114759.76+263542.3
",J1147+2635,"2,8",-177,2,,3.1,7.447183098591549,7.7110658215286705
4809,J1147+3501,1144+352,+35:01:07.5308244,11:47:22.12928193,35.01875856233333,176.84220534137498,7677.0,1.282e-05,0.0002228,5.3416666666666665e-08,6.188888888888889e-08,7.578902747585888e-08,-0.1921,0.2266,1.0,2015.0,179.044,74.204,NED (fiducial),0.063,,0.0629,,0.0629,16.8,V,AL,"ICRF J114722.1+350107 S/X; JVAS J1147+3501;; source with complicated variable structure (1999ApJ...522..101G, 1999NewAR..43..651G) that causes significant change in VLBI-based position (2020RNAAS...4..108T)
",J1147+3501,"2,5,8",129,3,,6.6,4.225352112676056,5.182045973946585
4810,J1147+4906,1145+493,+49:06:00.1513600,11:47:39.08835000,49.10004204444444,176.91286812499996,7680.0,0.00010267,0.00141,4.2779166666666665e-07,3.916666666666667e-07,4.815127674825702e-07,0.458,1.5214,39.0,2015.0,147.939,64.816,NED (fiducial),1.1215,,1.1213,,1.1212,18.7,R,AQ,"NVSS J114739+490557
",J1147+4906,"5,8",164,4,,1.8,4.225352112676056,5.818384696468256
4811,J1147-0435,1144-043,-04:35:42.2108429,11:47:04.86403685,-4.595058567472222,176.7702668202083,7672.0,4.403e-05,0.0010236,1.834583333333333e-07,2.843333333333333e-07,3.3806270313459905e-07,0.0701,1.0254,1.0,2015.0,274.396,54.671,LITERATURE,,a,,,,19.1,R,AQ,"ICRF J114704.8-043542 S/X; NVSS J114704-043544; AT20G J114705-043540; GALEXASC J114704.93-043542.3;; z from milliquas (http://quasars.org/milliquas.htm)
",J1147-0435,"5,8",152,4,,3.0,4.225352112676056,5.818384696468256
4812,J1147-0724,1145-071,-07:24:41.1411766,11:47:51.55403485,-7.411428104611112,176.96480847854164,7681.0,2.21e-06,3.64e-05,9.208333333333331e-09,1.0111111111111113e-08,1.3624135504569272e-08,-0.1302,0.0374,1.0,2015.0,276.64,52.185,NED (fiducial),1.342,,1.34,,,18.1,R,AQ,"ICRF J114751.5-072441 S/X; NVSS J114751-072443; GALEXASC J114751.65-072441.4
",J1147-0724,"2,5,8,15",-69,3,,2.1,4.014084507042253,5.011274731011726
4814,J1147-3812,1144-379,-38:12:11.0235229,11:47:01.37071212,-38.20306208969445,176.75571130049997,7671.0,2.6e-06,3.13e-05,1.0833333333333333e-08,8.694444444444445e-09,1.2168241170260125e-08,-0.0325,0.0316,1.0,2015.0,289.24,22.95,NED (fiducial),1.049,,1.05,,,16.7,R,AL,"ICRF J114701.3-381211 S/X DEF; PKS 1144-379
",J1147-3812,"2,5,8",154,8,,1.1,4.225352112676056,9.04729796547544
4815,J1147-3932,1144-392,-39:32:03.1963400,11:47:08.03422500,-39.53422120555555,176.7834759375,7675.0,0.00037067,0.01226,1.544458333333333e-06,3.405555555555556e-06,3.607860721801606e-06,-0.276,12.3242,39.0,2015.0,289.646,21.673,,,,,,,    , ,I ,"NVSS J114708-393202
",J1147-3932,5,166,5,,2.1,4.225352112676056,6.546266147667387
4816,J1148+1840,1146+189,+18:40:08.9684764,11:48:37.77673218,18.66915791011112,177.15740305075,7690.0,5.98e-06,0.0001361,2.4916666666666665e-08,3.780555555555557e-08,4.457000455606629e-08,0.0311,0.1361,1.0,2015.0,239.993,73.267,NED (fiducial),1.256,,1.0851,,,19.9,R,AL,"ICRF J114837.7+184008 S/X; JVAS J1148+1840
",J1148+1840,"5,8",-114,4,,2.0,7.447183098591549,8.453433391465719
4817,J1148+3154,1145+321,+31:54:10.0167787,11:48:18.88002621,31.902782438527776,177.07866677587498,7687.0,9.84e-06,0.0002148,4.1e-08,5.966666666666667e-08,6.907693921934521e-08,-0.0474,0.2149,3.0,2015.0,189.969,75.478,NED (fiducial),0.5498,,0.5498,,0.55,17.1,R,AQ,"B2 1145+32
",J1148+3154,"2,8",54,3,,2.1,0.0,3.0
4818,J1148+5254,1146+531,+52:54:25.3224840,11:48:56.56909923,52.90703402333333,177.235704580125,7696.0,1.05e-05,0.0001059,4.374999999999999e-08,2.9416666666666665e-08,3.951663858616655e-08,0.0696,0.1069,1.0,2015.0,142.982,61.721,NED (fiducial),1.6322,,1.6319,,1.6322,16.4,R,AQ,"ICRF J114856.5+525425 S/X; SDSS J114856.56+525425.2
",J1148+5254,"2,8",-56,3,,4.4,4.014084507042253,5.011274731011726
4819,J1148+5924,1146+596,+59:24:56.3822416,11:48:50.35817663,59.415661733777775,177.20982573595833,7694.0,1.455e-05,0.0001089,6.062499999999999e-08,3.025e-08,4.3203716074686736e-08,-0.1169,0.1163,1.0,2015.0,137.123,55.954,NED (fiducial),0.0108,,0.012,,,11.6,R,AS,"ICRF J114850.3+592456 S/X; NGC 3894
",J1148+5924,"2,5,8",138,3,,8.1,4.225352112676056,5.182045973946585
4820,J1148-0046,1145-005,-00:46:45.6739163,11:48:07.19195770,-0.779353865638889,177.02996649041663,7684.0,8.77e-06,0.0002948,3.654166666666666e-08,8.18888888888889e-08,8.96707113966858e-08,-0.2441,0.2969,1.0,2015.0,271.754,58.207,NED (fiducial),1.6587,,1.6575,,1.6587,19.5,R,AQ,"ICRF J114807.1-004645 S/X; NVSS J114807-004645; SDSS J114807.20-004645.7
",J1148-0046,"2,8",177,3,,2.8,4.225352112676056,5.182045973946585
4821,J1148-0404,1146-037,-04:04:09.5634509,11:48:55.88483607,-4.069323180805555,177.23285348362498,7695.0,7.69e-06,0.0002378,3.204166666666666e-08,6.605555555555556e-08,7.338143309162536e-08,-0.1063,0.2382,1.0,2015.0,274.736,55.343,NED (fiducial),0.341,,0.341,,,17.6,R,A1,"ICRF J114855.8-040409 S/X; PKS 1146-037
",J1148-0404,"2,8",-93,3,,2.9,4.014084507042253,5.011274731011726
4822,J1148-1123,1146-111,-11:23:19.9972600,11:48:56.91130200,-11.388888127777776,177.237130425,7697.0,2.533e-05,0.00084,1.0554166666666665e-07,2.3333333333333333e-07,2.5524329518123614e-07,-0.279,0.8478,39.0,2015.0,279.401,48.607,LITERATURE,,a,,,,19.0,R,V ,"GALEX 2743230942413853125;; z from milliquas (http://quasars.org/milliquas.htm)
",J1148-1123,"5,8",159,4,,2.3,4.225352112676056,5.818384696468256
4823,J1149+0716,1146+075,+07:16:24.4318500,11:49:13.29583100,7.273453291666667,177.30539929583333,7701.0,2.333e-05,0.00081,9.720833333333332e-08,2.25e-07,2.447917405935748e-07,-0.169,0.8126,39.0,2015.0,263.467,65.261,NED (fiducial),0.8868,,0.8867,,0.8868,18.9,R,AQ,"NVSS J114913+071624
",J1149+0716,"5,8",-33,4,,4.0,21.285211267605632,21.65779810383793
4824,J1149+1526,1146+157,+15:26:58.2066500,11:49:16.67355100,15.449501847222225,177.31947312916665,7703.0,3.667e-05,0.00114,1.5279166666666664e-07,3.166666666666667e-07,3.492369069904715e-07,-0.028,1.1401,39.0,2015.0,248.749,71.431,NED (fiducial),2.2813,,2.281,,2.2813,22.1,R,AQ,"NVSS J114916+152657
",J1149+1526,"5,8",-114,4,,13.2,7.447183098591549,8.453433391465719
4825,J1149+2824,1146+286,+28:24:34.8940444,11:49:08.90552466,28.40969279011111,177.28710635274996,7700.0,7.58e-06,0.0001862,3.1583333333333335e-08,5.172222222222223e-08,5.8710302194281933e-08,0.0197,0.1862,1.0,2015.0,204.006,76.171,NED (fiducial),,a,,,,20.7,R,AQ,"ICRF J114908.9+282434 S/X; NVSS J114908+282434
",J1149+2824,"2,5,8",33,3,,2.8,21.285211267605632,21.495586028452585
4826,J1149+3559,1146+362,+35:59:08.0953118,11:49:33.97565759,35.98558203105556,177.3915652399583,7706.0,8.58e-06,0.0001667,3.574999999999999e-08,4.630555555555556e-08,5.4598654640730966e-08,-0.1781,0.1683,1.0,2015.0,175.141,74.152,NED (fiducial),0.664,,,,0.664,20.1,R,AQ,"ICRF J114933.9+355908 S/X; 87GB 114658.5+361546
",J1149+3559,8,157,5,,1.0,4.225352112676056,6.546266147667387
4827,J1149+4316,1146+435,+43:16:49.4071100,11:49:23.92732300,43.28039086388889,177.34969717916664,7704.0,5.4e-05,0.00079,2.2500000000000002e-07,2.1944444444444445e-07,2.738372729024525e-07,0.425,0.8529,39.0,2015.0,156.779,69.543,NED (fiducial),1.5299,,1.5298,,1.5298,18.1,R,AQ,"SDSS J114923.92+431649.4; 87GB 114646.9+433342
",J1149+4316,8,-54,5,,0.9,4.014084507042253,6.411932191600021
4828,J1149-1204,1146-117,-12:04:33.6292700,11:49:06.68409500,-12.076008130555556,177.27785039583333,7699.0,4.6e-05,0.00172,1.9166666666666665e-07,4.777777777777778e-07,5.132249344469424e-07,0.042,1.7203,39.0,2015.0,279.828,47.98,NED (fiducial),0.117,,0.117,,,18.3,V,G ,"PKS 1146-11
",J1149-1204,8,60,5,,54.3,0.0,5.0
4829,J1149-4029,,-40:29:48.240,11:49:17.7119,-40.49673333333333,177.3237995833333,,,,,,,,,,,,,,,,,,,,,,,J1149-4029,"5,8",-17,4,,14.0,21.285211267605632,21.65779810383793
4830,J1150+0630,1147+067,+06:30:29.4197212,11:50:32.72909113,6.508172144777777,177.63637121304166,7714.0,1.195e-05,0.0003002,4.9791666666666664e-08,8.338888888888889e-08,9.695909585153449e-08,-0.126,0.3015,1.0,2015.0,265.127,64.811,NED (fiducial),,a,,,,18.5,R,AQ,"ICRF J115032.7+063029 S/X; NVSS J115032+063029
",J1150+0630,8,123,5,,0.8,4.225352112676056,6.546266147667387
4831,J1150+2055,1148+212,+20:55:40.3887600,11:50:45.83786400,20.92788576666667,177.6909911,7720.0,3.6e-05,0.00106,1.5e-07,2.9444444444444444e-07,3.260779552216423e-07,0.188,1.0654,39.0,2015.0,233.799,74.838,NED (fiducial),2.2873,,2.2874,,2.2875,19.3,R,AQ,"NVSS J115045+205540
",J1150+2055,8,-139,5,,6.0,7.447183098591549,8.969979715916175
4832,J1150+2417,1147+245,+24:17:53.8352318,11:50:19.21218244,24.29828756438889,177.58005076016667,7709.0,2.79e-06,3.98e-05,1.1624999999999998e-08,1.1055555555555556e-08,1.5312860614083794e-08,-0.0401,0.0401,1.0,2015.0,221.149,75.956,NED (fiducial),0.21,,0.209,,,15.8,R,AL,"ICRF J115019.2+241753 S/X; JVAS J1150+2417;; 2017ApJS..233....3T give z=0.2090; see NED notes and AJ, 137, 337 (2009) for more discussion
",J1150+2417,"2,5,8,15,24",-96,3,,1.0,4.014084507042253,5.011274731011726
4833,J1150+4332,1147+438,+43:32:05.9063832,11:50:16.60280297,43.53497399533333,177.5691783457083,7708.0,1.15e-05,0.0001698,4.791666666666666e-08,4.7166666666666666e-08,5.857798343833602e-08,0.1639,0.1723,1.0,2015.0,155.953,69.462,NED (fiducial),3.0182,,3.0259,,3.0267,19.3,R,AQ,"ICRF J115016.6+433205 S/X; B3 1147+438
",J1150+4332,"2,5,8",-144,3,,1.8,7.447183098591549,8.028731911326197
4834,J1150+5528,,+55:28:20.954,11:50:00.1475,55.47248722222223,177.50061458333334,,,,,,,,,,,,,,,,,,,,,,,J1150+5528,8,-8,5,,3.1,21.285211267605632,21.86458823546892
4835,J1150+5632,1148+568,+56:32:56.3168900,11:50:45.97802700,56.548976913888886,177.69157511249998,7721.0,5.133e-05,0.00043,2.1387500000000005e-07,1.1944444444444445e-07,1.678265207981442e-07,-0.013,0.4311,23.0,2006.31,139.023,58.643,NED (fiducial),1.79175,a,1.7918,,1.7917,19.2,R,AQ,"NVSS J115045+563257
",J1150+5632,5,-142,5,,1.7,7.447183098591549,8.969979715916175
4836,J1150+6539,1147+659,+65:39:28.2732821,11:50:34.54005830,65.65785368947223,177.6439169095833,7716.0,4.569e-05,0.0003173,1.90375e-07,8.813888888888889e-08,1.1800826528701489e-07,-0.1201,0.3244,1.0,2015.0,132.683,50.302,NED (fiducial),2.2242,,2.224,,2.1861,16.6,R,AL,"ICRF J115034.5+653928 S/X; NVSS J115034+653928
",J1150+6539,"2,8",-19,3,,2.3,21.285211267605632,21.495586028452585
